index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader
57300,"you are taking anti corona vaccine body. vaccine is only good weapon fight against corona virus. now you fill your mind with confidence, cautiousness &amp; use common sense fight against coronavirus. china deepened friendship with it's close countries with coronavirus","[('you', 'PRP'), ('are', 'VBP'), ('taking', 'VBG'), ('anti', 'JJ'), ('corona', 'JJ'), ('vaccine', 'NN'), ('body', 'NN'), ('vaccine', 'NN'), ('is', 'VBZ'), ('only', 'RB'), ('good', 'JJ'), ('weapon', 'NN'), ('fight', 'NN'), ('against', 'IN'), ('corona', 'JJ'), ('virus', 'NN'), ('now', 'RB'), ('you', 'PRP'), ('fill', 'VBP'), ('your', 'PRP$'), ('mind', 'NN'), ('with', 'IN'), ('confidence', 'NN'), ('cautiousness', 'NN'), ('amp', 'NN'), ('use', 'NN'), ('common', 'JJ'), ('sense', 'NN'), ('fight', 'NN'), ('against', 'IN'), ('coronavirus', 'JJ'), ('china', 'NN'), ('deepened', 'VBD'), ('friendship', 'NN'), ('with', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('close', 'JJ'), ('countries', 'NNS'), ('with', 'IN'), ('coronavirus', 'NN')]",ENGLISH,"['take', 'anti', 'corona', 'vaccine', 'body', 'vaccine', 'good', 'weapon', 'fight', 'corona', 'virus', 'fill', 'mind', 'confidence', 'cautiousness', 'amp', 'use', 'common_sense', 'fight', 'coronavirus', 'china', 'deepen', 'friendship', 'close', 'country', 'coronavirus']",take anti corona vaccine body vaccine good weapon fight corona virus fill mind confidence cautiousness amp use common_sense fight coronavirus china deepen friendship close country coronavirus,"{'neg': 0.187, 'neu': 0.637, 'pos': 0.176, 'compound': 0.1027}",0.1027,positive
57311,salam. i got tested anti spike totle antibody after 27day 2nd shit it less then 0.04. means vaccine didn't work i have same or even high risk then non vaccinated person.,"[('salam', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('tested', 'VBN'), ('anti', 'RB'), ('spike', 'JJ'), ('title', 'NN'), ('antibody', 'NN'), ('after', 'IN'), ('day', 'NN'), ('and', 'CC'), ('shit', 'VB'), ('it', 'PRP'), ('less', 'JJR'), ('then', 'RB'), ('zero', 'CD'), ('four', 'CD'), ('means', 'NNS'), ('vaccine', 'VBP'), ('did', 'VBD'), ('not', 'RB'), ('work', 'NN'), ('i', 'RB'), ('have', 'VBP'), ('same', 'JJ'), ('or', 'CC'), ('even', 'RB'), ('high', 'JJ'), ('risk', 'NN'), ('then', 'RB'), ('non', 'RB'), ('vaccinated', 'VBN'), ('person', 'NN')]",ENGLISH,"['salam', 'get', 'test', 'anti', 'spike', 'title', 'antibody', 'day', 'shit', 'less', 'zero', 'four', 'mean', 'vaccine', 'not', 'work', 'even', 'high', 'risk', 'non', 'vaccinated', 'person']",salam get test anti spike title antibody day shit less zero four mean vaccine not work even high risk non vaccinated person,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.7906}",-0.7906,negative
57314,"finally queue system has been reinstated by destroying pure booking system. it was national conspiracy demand ""vaccine all"" , despite knowing lesser availability vaccines. it was surely anti-aircraft national campaign.","[('finally', 'RB'), ('queue', 'JJ'), ('system', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reinstated', 'VBN'), ('by', 'IN'), ('destroying', 'VBG'), ('pure', 'NN'), ('booking', 'VBG'), ('system', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('national', 'JJ'), ('conspiracy', 'NN'), ('demand', 'NN'), ('vaccine', 'NN'), ('all', 'DT'), ('despite', 'IN'), ('knowing', 'VBG'), ('lesser', 'JJR'), ('availability', 'NN'), ('vaccines', 'NNS'), ('it', 'PRP'), ('was', 'VBD'), ('surely', 'RB'), ('anti', 'JJ'), ('aircraft', 'NNS'), ('national', 'JJ'), ('campaign', 'NN')]",ENGLISH,"['finally', 'queue', 'system', 'reinstate', 'destroy', 'pure', 'booking', 'system', 'national', 'conspiracy', 'demand', 'vaccine', 'despite', 'know', 'less', 'availability', 'vaccine', 'surely', 'anti', 'aircraft', 'national', 'campaign']",finally queue system reinstate destroy pure booking system national conspiracy demand vaccine despite know less availability vaccine surely anti aircraft national campaign,"{'neg': 0.234, 'neu': 0.687, 'pos': 0.08, 'compound': -0.6808}",-0.6808,negative
57319,good see some tennis players actually getting vaccine &amp; not publicly being anti-vaxx,"[('good', 'JJ'), ('see', 'VB'), ('some', 'DT'), ('tennis', 'NN'), ('players', 'NNS'), ('actually', 'RB'), ('getting', 'VBG'), ('vaccine', 'NN'), ('amp', 'IN'), ('not', 'RB'), ('publicly', 'RB'), ('being', 'VBG'), ('anti', 'JJ'), ('maxx', 'NN')]",ENGLISH,"['good', 'see', 'tennis', 'player', 'actually', 'get', 'vaccine', 'amp', 'not', 'publicly', 'anti_maxx']",good see tennis player actually get vaccine amp not publicly anti_maxx,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,positive
57337,"they couldn't ask govt postpone kumbha mela or election rallies or couldn't ask uniform pricing vaccines before demolishing bharat. now as usual talking about ""anti bharat"" . #systemहीsarkar #system #modisarkarhisystemhai","[('they', 'PRP'), ('could', 'MD'), ('not', 'RB'), ('ask', 'VB'), ('govt', 'NN'), ('postpone', 'NN'), ('rumba', 'NN'), ('mela', 'NN'), ('or', 'CC'), ('election', 'NN'), ('rallies', 'NNS'), ('or', 'CC'), ('could', 'MD'), ('not', 'RB'), ('ask', 'VB'), ('uniform', 'JJ'), ('pricing', 'NN'), ('vaccines', 'NNS'), ('before', 'IN'), ('demolishing', 'VBG'), ('bharat', 'NN'), ('now', 'RB'), ('as', 'IN'), ('usual', 'JJ'), ('talking', 'VBG'), ('about', 'IN'), ('anti', 'NN'), ('bharat', 'NN'), ('system', 'NN'), ('i', 'JJ'), ('sarkar', 'NN'), ('system', 'NN'), ('modisarkarhisystemhai', 'NN')]","ENGLISH, HINDI, Unknown","['could', 'not', 'ask', 'govt', 'postpone', 'rumba', 'mela', 'election', 'rally', 'could', 'not', 'ask', 'uniform', 'pricing', 'vaccine', 'demolish', 'bharat', 'usual', 'talk', 'anti', 'bharat', 'system', 'sarkar', 'system', 'modisarkarhisystemhai']",could not ask govt postpone rumba mela election rally could not ask uniform pricing vaccine demolish bharat usual talk anti bharat system sarkar system modisarkarhisystemhai,"{'neg': 0.074, 'neu': 0.872, 'pos': 0.054, 'compound': -0.1615}",-0.1615,negative
57340,all those who said anti-national when ppl were criticizing modi all those anti-nationals are patriots..the real anti-national is modi bcz he dint care abt ppl india n gave away vaccine others n indians r now left suffer. 🙏 #covid19india #coronasecondwave #covidsos,"[('all', 'PDT'), ('those', 'DT'), ('who', 'WP'), ('said', 'VBD'), ('anti', 'JJ'), ('national', 'JJ'), ('when', 'WRB'), ('pal', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('criticizing', 'VBG'), ('modi', 'IN'), ('all', 'PDT'), ('those', 'DT'), ('anti', 'JJ'), ('nationals', 'NNS'), ('are', 'VBP'), ('patriots', 'JJ'), ('i', 'IN'), ('the', 'DT'), ('real', 'JJ'), ('anti', 'JJ'), ('national', 'JJ'), ('is', 'VBZ'), ('modi', 'JJ'), ('biz', 'NN'), ('he', 'PRP'), ('dint', 'VBZ'), ('care', 'NN'), ('abt', 'JJ'), ('pal', 'JJ'), ('india', 'NN'), ('i', 'NN'), ('gave', 'VBD'), ('away', 'RB'), ('vaccine', 'JJ'), ('others', 'NNS'), ('i', 'VBP'), ('indians', 'NNS'), ('i', 'VBP'), ('now', 'RB'), ('left', 'VBN'), ('suffer', 'NN'), ('coronasecondwave', 'NN'), ('covidsos', 'NN')]",ENGLISH,"['say', 'anti', 'national', 'pal', 'criticize', 'modi', 'anti', 'national', 'patriot', 'real', 'anti', 'national', 'modi', 'dint', 'care', 'pal', 'india', 'give', 'away', 'vaccine', 'other', 'indians', 'leave', 'suffer', 'coronasecondwave', 'covidsos']",say anti national pal criticize modi anti national patriot real anti national modi dint care pal india give away vaccine other indians leave suffer coronasecondwave covidsos,"{'neg': 0.136, 'neu': 0.792, 'pos': 0.072, 'compound': -0.4215}",-0.4215,negative
57348,my experience says vaccine is better preventive mode than even treatment mode anti viral drugs ....pl suggest every one go vaccine asap. save lives,"[('my', 'PRP$'), ('experience', 'NN'), ('says', 'VBZ'), ('vaccine', 'NN'), ('is', 'VBZ'), ('better', 'RBR'), ('preventive', 'JJ'), ('mode', 'NN'), ('than', 'IN'), ('even', 'RB'), ('treatment', 'NN'), ('mode', 'NN'), ('anti', 'IN'), ('viral', 'JJ'), ('drugs', 'NNS'), ('pal', 'JJ'), ('suggest', 'VBP'), ('every', 'DT'), ('one', 'CD'), ('go', 'VBP'), ('vaccine', 'JJ'), ('asap', 'NN'), ('save', 'VBP'), ('lives', 'NNS')]",ENGLISH,"['experience', 'say', 'vaccine', 'well', 'preventive', 'mode', 'even', 'treatment', 'mode', 'anti', 'viral', 'drug', 'pal', 'suggest', 'every', 'one', 'go', 'vaccine', 'asap', 'save_lives']",experience say vaccine well preventive mode even treatment mode anti viral drug pal suggest every one go vaccine asap save_lives,"{'neg': 0.078, 'neu': 0.714, 'pos': 0.207, 'compound': 0.5859}",0.5859,positive
57359,"misinformation, chaos, nonsensical arguments, fakes, lies, anti vaccine speeches so on....","[('misinformation', 'NN'), ('chaos', 'NN'), ('nonsensical', 'JJ'), ('arguments', 'NNS'), ('fakes', 'NNS'), ('lies', 'VBZ'), ('anti', 'JJ'), ('vaccine', 'NN'), ('speeches', 'NNS'), ('so', 'RB'), ('on', 'IN')]",ENGLISH,"['misinformation', 'chaos', 'nonsensical', 'argument', 'fake', 'lie', 'anti', 'vaccine', 'speech']",misinformation chaos nonsensical argument fake lie anti vaccine speech,"{'neg': 0.769, 'neu': 0.231, 'pos': 0.0, 'compound': -0.9393}",-0.9393,negative
57365,"congratulations, anti bodies build your body after 14 days after 2nd jab , you are now stepping into safe zone as even if you catch covid , it be mild as proved conclusively uk / usa - vaccine is ultimate solution fight covid","[('congratulations', 'NNS'), ('anti', 'VBP'), ('bodies', 'NNS'), ('build', 'VB'), ('your', 'PRP$'), ('body', 'NN'), ('after', 'IN'), ('fourteen', 'JJ'), ('days', 'NNS'), ('after', 'IN'), ('and', 'CC'), ('jab', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('now', 'RB'), ('stepping', 'VBG'), ('into', 'IN'), ('safe', 'JJ'), ('zone', 'NN'), ('as', 'IN'), ('even', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('catch', 'VBP'), ('couid', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('mild', 'VBN'), ('as', 'IN'), ('proved', 'JJ'), ('conclusively', 'RB'), ('uk', 'JJ'), ('usa', 'JJ'), ('vaccine', 'NN'), ('is', 'VBZ'), ('ultimate', 'JJ'), ('solution', 'NN'), ('fight', 'NN'), ('couid', 'NN')]",ENGLISH,"['congratulation', 'anti_bodies', 'build', 'body', 'fourteen_days', 'jab', 'step', 'safe', 'zone', 'even', 'catch', 'couid', 'mild', 'prove', 'conclusively', 'usa', 'vaccine', 'ultimate', 'solution', 'fight', 'couid']",congratulation anti_bodies build body fourteen_days jab step safe zone even catch couid mild prove conclusively usa vaccine ultimate solution fight couid,"{'neg': 0.102, 'neu': 0.708, 'pos': 0.19, 'compound': 0.6369}",0.6369,positive
57395,"there is no vaccine few viruses like you &amp; your anti national colleagues. while world is acclaiming india's benevolent contributions, people like you, filled with hatred &amp; jealousy, are intolerant objectivity. you can only spew venom. shame you..","[('there', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('vaccine', 'NN'), ('few', 'JJ'), ('viruses', 'NNS'), ('like', 'IN'), ('you', 'PRP'), ('amp', 'VBP'), ('your', 'PRP$'), ('anti', 'JJ'), ('national', 'JJ'), ('colleagues', 'NNS'), ('while', 'IN'), ('world', 'NN'), ('is', 'VBZ'), ('claiming', 'VBG'), ('india', 'NN'), ('i', 'NN'), ('benevolent', 'JJ'), ('contributions', 'NNS'), ('people', 'NNS'), ('like', 'IN'), ('you', 'PRP'), ('filled', 'VBP'), ('with', 'IN'), ('hatred', 'JJ'), ('amp', 'NN'), ('jealousy', 'NN'), ('are', 'VBP'), ('intolerant', 'JJ'), ('objectivity', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('only', 'RB'), ('spew', 'VB'), ('venom', 'NN'), ('shame', 'NN'), ('you', 'PRP'), ('i', 'VBP')]",ENGLISH,"['vaccine', 'virus', 'like', 'amp', 'anti', 'national', 'colleague', 'world', 'claim', 'india', 'benevolent', 'contribution', 'people', 'like', 'fill', 'hatred', 'amp', 'jealousy', 'intolerant', 'objectivity', 'spew', 'venom', 'shame']",vaccine virus like amp anti national colleague world claim india benevolent contribution people like fill hatred amp jealousy intolerant objectivity spew venom shame,"{'neg': 0.267, 'neu': 0.568, 'pos': 0.165, 'compound': -0.6597}",-0.6597,negative
57397,"i am sure , you would have received your first dose vaccine by now , after 12 days 2nd dose , there be sufficient anti bodies made inside body , which take care against covid 19","[('i', 'NN'), ('am', 'VBP'), ('sure', 'JJ'), ('you', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('received', 'VBN'), ('your', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('vaccine', 'NN'), ('by', 'IN'), ('now', 'RB'), ('after', 'IN'), ('twelve', 'NN'), ('days', 'NNS'), ('and', 'CC'), ('dose', 'VB'), ('there', 'RB'), ('be', 'VB'), ('sufficient', 'JJ'), ('anti', 'JJ'), ('bodies', 'NNS'), ('made', 'VBN'), ('inside', 'IN'), ('body', 'NN'), ('which', 'WDT'), ('take', 'VBP'), ('care', 'NN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN')]",ENGLISH,"['sure', 'would', 'receive', 'first', 'dose', 'vaccine', 'twelve', 'day', 'dose', 'sufficient', 'anti_bodie', 'make', 'inside', 'body', 'take', 'care', 'couid', 'nineteen']",sure would receive first dose vaccine twelve day dose sufficient anti_bodie make inside body take care couid nineteen,"{'neg': 0.064, 'neu': 0.782, 'pos': 0.154, 'compound': 0.4939}",0.4939,positive
57401,"people who support bjp, should be ashamed being quiet this. you are stupid anti national. they say, vaccine is limited supply, until july. then, why hell, they kept exporting it didn’t bjp govt had slogan nation first #vaccineforall","[('people', 'NNS'), ('who', 'WP'), ('support', 'VBP'), ('bop', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('ashamed', 'VBN'), ('being', 'VBG'), ('quiet', 'JJ'), ('this', 'DT'), ('you', 'PRP'), ('are', 'VBP'), ('stupid', 'JJ'), ('anti', 'JJ'), ('national', 'JJ'), ('they', 'PRP'), ('say', 'VBP'), ('vaccine', 'NN'), ('is', 'VBZ'), ('limited', 'JJ'), ('supply', 'NN'), ('until', 'IN'), ('july', 'NNS'), ('then', 'RB'), ('why', 'WRB'), ('hell', 'NN'), ('they', 'PRP'), ('kept', 'VBD'), ('exporting', 'VBG'), ('it', 'PRP'), ('didn', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('bop', 'NN'), ('govt', 'NN'), ('had', 'VBD'), ('slogan', 'JJ'), ('nation', 'NN'), ('first', 'RB'), ('vaccineforall', 'NN')]",ENGLISH,"['people', 'support', 'bop', 'ashamed', 'quiet', 'stupid', 'anti', 'national', 'say', 'vaccine', 'limited', 'supply', 'july', 'hell', 'keep', 'export', 'bop', 'govt', 'slogan', 'nation', 'first', 'vaccineforall']",people support bop ashamed quiet stupid anti national say vaccine limited supply july hell keep export bop govt slogan nation first vaccineforall,"{'neg': 0.306, 'neu': 0.64, 'pos': 0.054, 'compound': -0.9118}",-0.9118,negative
57413,"please first check antibodies test post vaccination , means 1st vaccine + 28 days 2nd vaccine +28 day anti body test. अगर एंटीबाडी बन गयी है तो ओके है नही तो फिर से वैक्सीन डॉक्टरों की सलाह के अनुसार।","[('please', 'NN'), ('first', 'RB'), ('check', 'VB'), ('antibodies', 'NNS'), ('test', 'VBP'), ('post', 'NN'), ('vaccination', 'NN'), ('means', 'VBZ'), ('est', 'JJS'), ('vaccine', 'NN'), ('days', 'NNS'), ('and', 'CC'), ('vaccine', 'JJ'), ('day', 'NN'), ('anti', 'IN'), ('body', 'NN'), ('test', 'NN'), ('if', 'IN'), ('the', 'DT'), ('antibody', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('made', 'VBN'), ('then', 'RB'), ('it', 'PRP'), ('is', 'VBZ'), ('ok', 'JJ'), ('if', 'IN'), ('not', 'RB'), ('then', 'RB'), ('the', 'DT'), ('vaccine', 'NN'), ('again', 'RB'), ('as', 'IN'), ('per', 'IN'), ('the', 'DT'), ('advice', 'NN'), ('of', 'IN'), ('the', 'DT'), ('doctors', 'NNS')]",ENGLISH,"['please', 'first', 'check', 'antibody', 'test', 'post', 'vaccination', 'mean', 'est', 'vaccine', 'day', 'vaccine', 'day', 'anti', 'body', 'test', 'antibody', 'make', 'not', 'vaccine', 'per', 'advice', 'doctor']",please first check antibody test post vaccination mean est vaccine day vaccine day anti body test antibody make not vaccine per advice doctor,"{'neg': 0.058, 'neu': 0.884, 'pos': 0.058, 'compound': 0.0}",0,neutral
57511,"omg i met my first anti-vaxxer today. kept yapping about how covid19 vaccines that we are getting are going harm us, how some them are made aborted foetus horseshoe crab. that more than million us died getting that vaccine.","[('omg', 'NN'), ('i', 'NN'), ('met', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('anti', 'JJ'), ('baxter', 'NN'), ('today', 'NN'), ('kept', 'VBD'), ('yapping', 'VBG'), ('about', 'IN'), ('how', 'WRB'), ('vaccines', 'NNS'), ('that', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('getting', 'VBG'), ('are', 'VBP'), ('going', 'VBG'), ('harm', 'NN'), ('us', 'PRP'), ('how', 'WRB'), ('some', 'DT'), ('them', 'PRP'), ('are', 'VBP'), ('made', 'VBN'), ('aborted', 'JJ'), ('fetus', 'NN'), ('horseshoe', 'NN'), ('crab', 'NN'), ('that', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('million', 'CD'), ('us', 'PRP'), ('died', 'VBD'), ('getting', 'VBG'), ('that', 'IN'), ('vaccine', 'NN')]",ENGLISH,"['meet', 'first', 'anti_baxter', 'today', 'keep', 'yap', 'vaccine', 'get', 'go', 'harm', '-PRON-', 'make', 'aborted', 'fetus', 'horseshoe', 'crab', 'million', 'us', 'die', 'get', 'vaccine']",meet first anti_baxter today keep yap vaccine get go harm -PRON- make aborted fetus horseshoe crab million us die get vaccine,"{'neg': 0.164, 'neu': 0.808, 'pos': 0.028, 'compound': -0.7845}",-0.7845,negative
57541,wishing you godspeed get back into production much needed vaccine. trust you have requested adequate security home ministry your institute as i personally feel that it’s work anti government forces stall production like mumbai submarine blast,"[('wishing', 'VBG'), ('you', 'PRP'), ('godspeed', 'VBP'), ('get', 'VB'), ('back', 'RB'), ('into', 'IN'), ('production', 'NN'), ('much', 'RB'), ('needed', 'VBN'), ('vaccine', 'NN'), ('trust', 'NN'), ('you', 'PRP'), ('have', 'VBP'), ('requested', 'VBN'), ('adequate', 'JJ'), ('security', 'NN'), ('home', 'NN'), ('ministry', 'NN'), ('your', 'PRP$'), ('institute', 'NN'), ('as', 'IN'), ('i', 'NN'), ('personally', 'RB'), ('feel', 'VBP'), ('that', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'JJ'), ('work', 'NN'), ('anti', 'JJ'), ('government', 'NN'), ('forces', 'NNS'), ('stall', 'VBP'), ('production', 'NN'), ('like', 'IN'), ('mumbai', 'FW'), ('submarine', 'NN'), ('blast', 'NN')]",ENGLISH,"['wish', 'godspeed', 'get', 'back', 'production', 'much', 'need', 'vaccine', 'trust', 'request', 'adequate', 'security', 'home', 'ministry', 'institute', 'personally', 'feel', 'work', 'anti', 'government', 'force', 'stall', 'production', 'like', 'mumbai', 'submarine', 'blast']",wish godspeed get back production much need vaccine trust request adequate security home ministry institute personally feel work anti government force stall production like mumbai submarine blast,"{'neg': 0.093, 'neu': 0.635, 'pos': 0.272, 'compound': 0.7845}",0.7845,positive
57567,it is good that all mf.. sonia congress not take made india corona vaccine. fact all these anti national bastards are real liability country every indian want them go hell asap.,"[('it', 'PRP'), ('is', 'VBZ'), ('good', 'JJ'), ('that', 'IN'), ('all', 'DT'), ('of', 'IN'), ('i', 'NN'), ('sonia', 'VBP'), ('congress', 'NN'), ('not', 'RB'), ('take', 'VB'), ('made', 'VBN'), ('india', 'JJ'), ('corona', 'JJ'), ('vaccine', 'NN'), ('fact', 'NN'), ('all', 'PDT'), ('these', 'DT'), ('anti', 'JJ'), ('national', 'JJ'), ('bastards', 'NNS'), ('are', 'VBP'), ('real', 'JJ'), ('liability', 'NN'), ('country', 'NN'), ('every', 'DT'), ('indian', 'JJ'), ('want', 'VBP'), ('them', 'PRP'), ('go', 'VB'), ('he', 'PRP'), ('shall', 'MD'), ('asap', 'VB')]",ENGLISH,"['good', 'sonia', 'congress', 'not', 'take', 'make', 'india', 'corona', 'vaccine', 'fact', 'anti', 'national', 'bastard', 'real', 'liability', 'country', 'every', 'indian', 'want', 'go', 'shall', 'asap']",good sonia congress not take make india corona vaccine fact anti national bastard real liability country every indian want go shall asap,"{'neg': 0.303, 'neu': 0.597, 'pos': 0.1, 'compound': -0.8591}",-0.8591,negative
