Text,Translated
"부스터샷 (3차 백신) 접종 기간을 3개월로 당긴다고 공식 발표하기 며칠 전 2차 접종일 6개월 되기 3일전으로 예약했다. 
백신 부작용에 노관심이었다가 2차 접종 후 받은 건강검진 결과를 생각하니 몸 상태가 Error 났던게 이제야 혹시나 부작용은 아니었나 싶다. 
고민의 기로에 놓였다.","Booster shot (3rd vaccine) was achieved in the formula to release the inoculation period for three months, and a few days ago, the second one day was scheduled for the second time in the second day.
I think the health checkups received after the second vaccination of the vaccine side effects, and I think the health checkups received after the inoculation, and I have not been a side effect.
I was in the rule of the worries."
@D0nghyuny ㅋㅋㅋㅋㅋ 다들 백신을 잘 모르는듯...,@ D0nghyuny ㅋㅋ ㅋㅋㅋ I do not know the vaccine well ...
88명 집단감염 영종도 선교시설..인천시 요청에도 백신접종 거부 (출처 : 한겨레 | 네이버 뉴스) https://t.co/bItMxFC6IX,88 people Collective infections Youngjongdo missions.
"""그들의 혈액 속 항체는 화이자 백신 2차 접종 후 2주 지난 수준보다 1000% 더 효과적이고 풍부하다는 연구 결과가 최근 미국 의사협회저널(JAMA)에 실렸다.""
https://t.co/680ZVs6PHn","""The results of their blood were more effective and abundant than the last level of 2 weeks after the secondary inoculation of the vaccination.""
https://t.co/680ZVs6phn"
"정부와 질병청이.백신 접종
자가 미접종자 때문에 방역
이 문제이고 확진자 사상자
가 속출한다고 한다면 백신
은 왜 처맞히노 백신으로서
아무런 효과없는 검증안된
것을 왜 국민에게 맞히노
말이다 너희가 무능하거나
다른목적이 있다는 것이다
상식에서 벗어나면 왜 라는 물음을 가져야 할것이다","Government and Disease Agency. Vaccine
Due to the self-identified person
This is a problem and confirmed casualties
If it is accomplished,
Why is it?
No verification without any effect
Why do you want to go to the people
It is a word,
There is another purpose.
If you get out of common sense, you should have a question"
"이것이 사실이라면 감염을 피하기 위해 백신을 맞을 게 아니라 다같이 마스크도 벗고 백신도 폐기하고는 재감염자에게서 감염되도록 노력해야 할 것이다.
이건 그야 말로 천연백신 아닌가?
자칫 죽음을 부르는 인공백신이 아닌 것이다!
그럼 이봐 문재인~!!
당신의 ""K-방역""은 방향설정부터 잘못됐어!! https://t.co/dVKdIlq7gI","If this is true, it will not be able to hit the vaccine to avoid infections, but it is necessary to strive to take off the mask and try to be infected by the recipidal.
Is this a natural vaccine?
It is not an artificial vaccine called the death!
Then this look Moon Jae-in ~ !!
Your ""K-defense"" is wrong from the direction setting !! https://t.co/dvkdilq7Gi"
"여기 백신한잔요~
뭐로드릴까요? 화이자, 모더나가있는데요
화이자로 하나주세요
잠시만 기다리세요

오늘 백신맞으러 간 진짜 상황.
사전신청, 인증 이런거 싫어서 이제갔더니","Here is a vaccine.
What do you want to load? Pfizer, I have a meadow.
One as a picture
Please wait

The real situation to get the vaccine today.
Dictionary Application, Certification I hate this,"
방역패스 시행후 계속 재택근무중인데. 의외로 재밌다.신체적 이상반응 때문에 백신을 못 맞아서.사회구성원으로써 불이익을 감수하는건 당연한건데 와이프가 같이 있으니 답답하거나 지루하지도 않고 재밌다.대문밖도 안 나간지 1주일째인데 아주 좋아.방구석체질인듯. ㅋㅋ,"After a defense pass, it is continuing to work. It is surprisingly fun. I can not vaccine because of the responses of physical. It is natural for the disadvantage as a society member. It is natural, but it is fun, and it is fun. It is a week. It is very good. It is very good. haha"
"○ 방역수칙 준수중,
요즘 나는 내가 이 세상에서 부존재하는 존재인것 같다. 사람과의 만남도 차단되는 나는야 차단자, 괜시리 우울하고 힘빠지는 날들이다. 사무치게 외로운 나는야, 낙인찍힌 백신 1차만 접종자;;; https://t.co/vvElX3RgO6","○ Component compliance,
Nowadays I seem to be the presence I am in this world. I am blocked by people with a man, and it is a barrier, and it is depressed and tired. Samquiarly lonely, a stigmatic vaccine, a stigmatic vaccine ;; https://t.co/VvelX3RGO6"
"3차... 내년 1월중순에 맞는다..
지금 생리도 백신 때문에 정상적으로 안하는데 3차 안맞을 수 없는 환경...
... 다 맞고 나면 정상적으로 돌아오려나. 산부인과 의사쌤도 모르는 해결책 ㅜㅜ...
그냥 무조건 기다려라 할거다 어쩌구..😡😭
해도 걱정 안하면 더 걱정인 그날🥲
#COVID19 #3차 #🥺 https://t.co/nj2vfZpJFY","3rd ... Fit in the mid-January, next year ..
I am now normal because of the vaccine of the vaccine.
... After all, you will come back normally. I do not know what to do.
Just do it unconditionally.
If you do not worry about it,
# Covid19 # 3rd # 🥺 https://t.co/NJ2VFZPJFY"
"코로나 진실규명 의사회, 백신성분 검증 위해 의사협회와 면담 완료 https://t.co/KC997wEXYq","Corona Truly Correction Documents, Doctor Associations and Interviews for Vaccine Component Verification Https://t.co/KC997WEXYQ"
"올바른 지도자는 국민의
생명과 국가의.안보와 같은
사안이나 국가 핵심산업에
있어서 는 한쪽의 말만 듣지
말고 반대자의 의견도 새겨
듣는 이가 참다운 지도자 상
이다 더구나 생명이 걸린
백신 문제는 백신속 내용물
이 어떤것이 있나 면밀히 살
피는것이 지도자의 의무이고
국가 가 할일이다","The right leader
Life and nationality, security
In the case of the issue or the national core industry
I just listen to one word.
The opinion of the opponent
The listening is true leader
Moreover,
Vaccine issues are a hundred fast contents
What is this,
Blooming is the duty of the leader
The country is going to do"
"대선이라는 정치게임에
국민의 안위는 뒷전인 정치
언론계 이들의 눈에는 국민
들은 개돼지 라는 말인가?
잘못된 방역과 살인백신으로
국민이 고통속에서 신음을 
하고 있건만 아직도 앵무새
같은 말만 하는 질병청과
정부 이런정권은 대한민국
역사에서 전무후무 하다
국민들 목숨은 둘이 아니다","In the political game called the presidential election
The people's seating politics
In the eyes of the media,
What is the dog pig?
Incorrect district and murder vaccine
The people moan in pain
I still have a parrot
The same word,
This regime is Korea
History
The people of the people are not two."
"@Heathen49 백신 맞을려고 선교를~
정답입니다~~👍🏼","@ Heathen49 Mission to meet the vaccine ~
It is the correct answer ~~ 👍👍"
"검증되지 않은 백신으로
코로나를 막겠다는 발상과
반 강제적 백신 접종은
국민을 상대로 오징어 게임
을 벌이는 짓이다 살인백신
즉시 중단하라 변종만 유발
시키는 백신 즉시 중단하라
거짓말만 하는 질병청 직원
과 자녀들의 백신 접종 자료
는 왜 극구. 거부하노","With unauthorized vaccine
The idea to prevent corona
Semi-compulsory vaccination
Squid game against the people
It is a murder vaccine
Immediately stop the variant
Stop immediately to the vaccine
A disease office employee
And children's vaccination materials
Why Poll. Rejection Hano"
"2차접종 백신패스 4일뒤면 만료인데
왜 3차접종은 안뜨냐 시발","The secondary vaccine is expired after 4 days.
Why do you do not have a third party?"
"정부가 방역과 백신에 대해
서 하는 짓을 보면 딱 세월
호 선장이 하던짓과 다를 바
없다 백신접종70%집단면
운운 하더니 80%가 넘어도
더 많이 발생하니 미접종자
탓하고 근데 어쩌나 접종자
가 확진자수가 더 많네 그리
고 무증상자 집게는 왜 하노
딱 세월호 선장 하던짓이로
다 독백신 중단하라","Government is about defense and vaccine
If you look at what you do,
I do not know what to do.
No vaccination 70% group
I was too much to have 80%
I have more
I blame, but what am I informed?
There's more of a confirmed embroidery.
Why is it a
It's just a job
Da Da Bottle Stop"
"코로나 백신은 맞을수록
변종이 생길것이다 일명
풍선 효과인데 감기처럼
아무것도. 아닌것으로 국
민을 공포심을 조장하여 계
속해서 백신을 맞춘다는 것
은 국민 상당수의 생명을 담
보할수 없는 지경으로 내몰
리게 될것이다 국민들이 
깨어나야 한다 백신이 코로
나 보다 더 위험하다는 것을","The more Corona vaccine, the better
A name will change
It's a balloon effect,
anything. Not
Promoting fear of people
To match the vaccine
The people of the people
I can not see it
People will be
The vaccine should be awake
It is more dangerous than me"
"@dukekim620 오미크론,코로나,미세먼지 변종,
면역력,돌파 감염,백신접종과 무관한 
고속 사멸기가 정답. 99.99%바이러스,세균사멸광고
공기청정기: 코로나사멸 2~4시간걸리고, 
(구매시 반드시 부유바이러스 시험성적서 확인 요)
코로나사멸기 투자원함! 
우린 5분,  바이러스트랩  
010 5261 4844 방상돈","@ dukekim620 Omiton, Corona, Fine Dust Variants,
Immunization, breakthrough infections, independent of vaccination
High-speed killer is correct. 99.99% Virus, Bacterial District Advertising
Air Purifier: Corona Death 2 to 4 hours,
(Be sure to purchase a rich virus test.)
Corona Demonstrate Investment!
We have 5 minutes, Virust Wrap
010 5261 4844"
"어제 드디어 1차화이자백신 맞았다.

#코로나백신 #화이자백신 #백신 https://t.co/1PZF4uSwaT","Yesterday, finally, I was in the first time and vaccine.

# Corona Vaccine # Poet Vaccine # Vaccine Https://t.co/1Pzf4uswat"
@luxsecuritatis 못뜁니다. 이미 뉴욕과 LA는 같은 조치가 취해져서 백신 안맞은 선수들이 못뛰고 있습니다. 다만 뉴욕이나 LA 연고지 팀 소속 선수에게만 해당되고 원정팀 선수에게는 해당되지 않습니다,"@LuxSecuritatis is not allowed. New York and LA have been taken by the same measures to take the same measures to do the same measures. However, only New York or LA is only applicable to a team member, and it does not apply to the expedition team"
그건 아니고 백신 신청도 해놔서 자동으로 된거군 아니 그래도 30분 빨리 자동으로 넣는건 ㅇ ㅓ,"It's not that, but it's automatically automatically applied for vaccine."
"@greenfunction01 아마 올해는 거의 다 지나가서 올해는 힘들거같은 느낌
3차백신접종은 함?","@ greenfunction01 Maybe this year is almost passed and it feels hard this year
Is the 3rd backbone inoculation?"
"아침인데ᆢ전 어지러워 못 일어나고
침대에 아직 누워 있네요
백신 맞을 때마다 조마조마ᆢ

잠 못 잘 정도 아니라 다행임다ㅎ

매쓰꺼워 먹는것도 싫고 누워서ᆢ
뒹굴거리고 있슴다

아미 여러분 
추운 날씨에 감기 조심하시구요
오늘도 행복한 날 되세염ᆢ ~^^💜💜","I'm in the morning.
I'm still lying on the bed.
Every time I get a vaccine,

Fortunately, not enough

I do not want to eat everything, I do not like it.
I'm walking around.

Ami
Be careful of cold weather.
Today is a happy day."
"희망(希望)

아들이 아파서 갔던 소아과에서 즉석으로 예약.
이번이 진짜 마지막이길 바라며 3차 백신 접종 완료.
미신과 정치보다 과학을 신뢰하는 세상이 되길. 

D. 2021.12.17
L. 최상묵 소아과 @South Korea https://t.co/o6tIuzHs7t","Hope (望 望)

Reserve instant in pediatrics that the son was sick.
I hope this is the real last time and completed the 3rd vaccination.
Be a world that trusts science than superstition and politics.

D. 2021.12.17
L. Pediatrics @south korea https://t.co/o6tiuzhs7t"
"이왕재(서울대 명예교수), 백신 접종 회의론 https://t.co/qWWblO2ah0 - @YouTube","Lee, Wondong (Seoul National University), Vaccination Consolidation Renalon https://t.co/QWWBLO2AH0 - @youtube"
이런 기레기 새끼들 이놈들에게 백신 공짜로 놓지마.왜국으로 보내자. https://t.co/M3Ym5nPKsz,Do not let them go to the vaccine for these kids. Let's send it to the country. https://t.co/M3YM5NPKSZ
"요즘 #MZ 사이에서 완전 핫한
#다운타우너 

나도 가봄!!
아침 일찍갔더니 다행히 웨이팅없었음 ㅋ

백신 안맞은 난쟁이땜시
매장에서 못먹고
한남동에서 수원까지 2시간을
들고다니긴 했지만 ㅋ

#베이컨치즈버거
#아보카도버거 
둘다 맛있었음!!!

근데 진짜 대박은
#갈릭버터프라이즈

#노훈식탁 https://t.co/z1FafnVokr","Nowadays # MZ
# Down Tavern

I am a spring!
I was in the morning, and I did not have much waters.

Holding a vaccine dwarf
I can not eat at the store.
2 hours from Hannam-dong to Suwon
I was holding it,

# Bacon titching burger
# Avocadobger
Both were delicious !!!

But real big hit
# Carrie Beater Price

# Nonhun Ceremonation Https://t.co/z1fafnvokr"
