Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
my husband i had zero side effects after each dose pfizer.,my husband i had zero side effects after each dose pfizer.,ENGLISH,my husband i had zero side effects after each dose pfizer.,"[('my', 'PRP$'), ('husband', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('zero', 'CD'), ('side', 'NN'), ('effects', 'NNS'), ('after', 'IN'), ('each', 'DT'), ('dose', 'NN'), ('pfizer', 'NN')]","['husband', 'zero', 'side_effect', 'dose', 'pfizer']","['husband', 'side_effect', 'dose', 'pfizer']","['husband', 'side_effect', 'dose', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
pfizer chief did not take covid vaccine why unbelievable.,pfizer chief did not take covid vaccine why unbelievable.,ENGLISH,pfizer chief did not take covid vaccine why unbelievable.,"[('pfizer', 'NN'), ('chief', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('take', 'VB'), ('covid', 'NN'), ('vaccine', 'NN'), ('why', 'WRB'), ('unbelievable', 'JJ')]","['pfizer', 'chief', 'not', 'take', 'covid', 'vaccine', 'unbelievable']","['pfizer', 'chief', 'take', 'covid', 'vaccine', 'unbelievable']","['pfizer', 'chief', 'vaccine']","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.2023,negative
unfortunately fda has so far only authorized pfizer kids who have had their 12th birthday. hopefully they will authorize kids 5-11 this fall. ü§û,unfortunately fda has so far only authorized pfizer kids who have had their 12th birthday. hopefully they will authorize kids 5-11 this fall. crossed_fingers,ENGLISH,unfortunately fda has so far only authorized pfizer kids who have had their 12th birthday. hopefully they will authorize kids 5-11 this fall. crossed_fingers,"[('unfortunately', 'RB'), ('fda', 'NN'), ('has', 'VBZ'), ('so', 'RB'), ('far', 'RB'), ('only', 'RB'), ('authorized', 'JJ'), ('pfizer', 'NN'), ('kids', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('had', 'VBN'), ('their', 'PRP$'), ('with', 'IN'), ('birthday', 'NN'), ('hopefully', 'RB'), ('they', 'PRP'), ('will', 'MD'), ('authorize', 'VB'), ('kids', 'NNS'), ('five', 'CD'), ('eleven', 'RB'), ('this', 'DT'), ('fall', 'NN')]","['unfortunately', 'fda', 'far', 'authorize', 'pfizer', 'kid', 'birthday', 'hopefully', 'authorize', 'kid', 'five', 'eleven', 'fall']","['unfortunately', 'far', 'authorize', 'pfizer', 'kid', 'birthday', 'hopefully', 'authorize', 'kid', 'fall']","['pfizer', 'kid', 'birthday', 'kid', 'fall']","{'neg': 0.089, 'neu': 0.812, 'pos': 0.1, 'compound': 0.0772}",0.0772,positive
yes i would i got my pfizer 2 shots earlier this year made arrangements my parents get theirs. rethinking getting booster shot or not getting vaccinated would be bad mistake,yes i would i got my pfizer 2 shots earlier this year made arrangements my parents get theirs. rethinking getting booster shot or not getting vaccinated would be bad mistake,ENGLISH,yes i would i got my pfizer 2 shots earlier this year made arrangements my parents get theirs. rethinking getting booster shot or not getting vaccinated would be bad mistake,"[('yes', 'NNS'), ('i', 'NN'), ('would', 'MD'), ('i', 'VB'), ('got', 'VBD'), ('my', 'PRP$'), ('pfizer', 'NN'), ('two', 'CD'), ('shots', 'NNS'), ('earlier', 'RBR'), ('this', 'DT'), ('year', 'NN'), ('made', 'VBD'), ('arrangements', 'NNS'), ('my', 'PRP$'), ('parents', 'NNS'), ('get', 'VBP'), ('theirs', 'JJ'), ('rethinking', 'VBG'), ('getting', 'VBG'), ('booster', 'NN'), ('shot', 'NN'), ('or', 'CC'), ('not', 'RB'), ('getting', 'VBG'), ('vaccinated', 'VBN'), ('would', 'MD'), ('be', 'VB'), ('bad', 'JJ'), ('mistake', 'NN')]","['yes', 'would', 'got', 'pfizer', 'two', 'shot', 'early', 'year', 'make', 'arrangement', 'parent', 'get', 'rethink', 'get', 'booster', 'shoot', 'not', 'get', 'vaccinate', 'would', 'bad', 'mistake']","['got', 'pfizer', 'shot', 'early', 'year', 'make', 'arrangement', 'parent', 'get', 'rethink', 'get', 'booster', 'shoot', 'get', 'vaccinate', 'bad', 'mistake']","['pfizer', 'shot', 'year', 'arrangement', 'parent', 'booster', 'mistake']","{'neg': 0.181, 'neu': 0.736, 'pos': 0.083, 'compound': -0.4939}",-0.4939,negative
"i‚Äôll probably need second pfizer unless rules change travel, but this gets me 93% that makes me happy. all three us are double vexed now.","i‚Äôll probably need second pfizer unless rules change travel, but this gets me 93% that makes me happy. all three us are double vexed now.",ENGLISH,"i‚Äôll probably need second pfizer unless rules change travel, but this gets me 93% that makes me happy. all three us are double vexed now.","[('i', 'NN'), ('i', 'VBP'), ('all', 'DT'), ('probably', 'RB'), ('need', 'VBP'), ('second', 'JJ'), ('pfizer', 'NN'), ('unless', 'IN'), ('rules', 'NNS'), ('change', 'VBP'), ('travel', 'NN'), ('but', 'CC'), ('this', 'DT'), ('gets', 'VBZ'), ('me', 'PRP'), ('that', 'IN'), ('makes', 'VBZ'), ('me', 'PRP'), ('happy', 'JJ'), ('all', 'DT'), ('three', 'CD'), ('us', 'PRP'), ('are', 'VBP'), ('double', 'JJ'), ('vexed', 'NNS'), ('now', 'RB')]","['probably', 'need', 'second', 'pfizer', 'unless', 'rule', 'change', 'travel', 'get', 'make', 'happy', 'three', 'we', 'double', 'vex']","['probably', 'need', 'second', 'pfizer', 'rule', 'change', 'travel', 'get', 'make', 'happy', 'double', 'vex']","['pfizer', 'rule', 'travel']","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7227}",0.7227,positive
"it didn‚Äôt tell me if it was delta edition or standard edition, i got vaccinated before blizzard began offering it walgreens, pfizer","it didn‚Äôt tell me if it was delta edition or standard edition, i got vaccinated before blizzard began offering it walgreens, pfizer",ENGLISH,"it didn‚Äôt tell me if it was delta edition or standard edition, i got vaccinated before blizzard began offering it walgreens, pfizer","[('it', 'PRP'), ('didn', 'VBZ'), ('i', 'JJ'), ('i', 'NN'), ('tell', 'VBP'), ('me', 'PRP'), ('if', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('delta', 'JJ'), ('edition', 'NN'), ('or', 'CC'), ('standard', 'JJ'), ('edition', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('before', 'IN'), ('blizzard', 'NN'), ('began', 'VBD'), ('offering', 'VBG'), ('it', 'PRP'), ('walgreens', 'VBZ'), ('pfizer', 'NN')]","['tell', 'delta', 'edition', 'standard', 'edition', 'get', 'vaccinated', 'blizzard', 'begin', 'offer', 'walgreen', 'pfizer']","['tell', 'get', 'vaccinated', 'blizzard', 'begin', 'offer', 'walgreen', 'pfizer']","['blizzard', 'walgreen', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"sooo, pfizer is its way being fda approved by labor day, so what‚Äôs everyone‚Äôs excuse gonna be then","sooo, pfizer is its way being fda approved by labor day, so what‚Äôs everyone‚Äôs excuse gonna be then",ENGLISH,"sooo, pfizer is its way being fda approved by labor day, so what‚Äôs everyone‚Äôs excuse gonna be then","[('sooo', 'JJ'), ('pfizer', 'NN'), ('is', 'VBZ'), ('its', 'PRP$'), ('way', 'NN'), ('being', 'VBG'), ('fda', 'VBN'), ('approved', 'VBN'), ('by', 'IN'), ('labor', 'NN'), ('day', 'NN'), ('so', 'IN'), ('what', 'WP'), ('i', 'NN'), ('i', 'VBP'), ('everyone', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('excuse', 'VBP'), ('gonna', 'NN'), ('be', 'VB'), ('then', 'RB')]","['sooo', 'pfizer', 'way', 'fda', 'approve', 'labor', 'day', 'everyone', 'excuse', 'going', 'to']","['pfizer', 'way', 'approve', 'labor', 'day', 'excuse', 'going']","['pfizer', 'way', 'labor', 'day']","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.5209}",0.5209,negative
just took my first shot. #pfizer #facts #truestory,just took my first shot. #pfizer #facts #truestory,ENGLISH,just took my first shot. #pfizer #facts #truestory,"[('just', 'RB'), ('took', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN'), ('facts', 'NNS'), ('thestory', 'NN')]","['take', 'first', 'shot', 'pfizer', 'fact', 'thestory']","['take', 'first', 'shot', 'pfizer', 'fact', 'thestory']","['pfizer', 'fact']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
welcome premium pfizer-land. glad i didn't give you two delta already.,welcome premium pfizer-land. glad i didn't give you two delta already.,ENGLISH,welcome premium pfizer-land. glad i didn't give you two delta already.,"[('welcome', 'JJ'), ('premium', 'NN'), ('pfizer', 'NN'), ('land', 'NN'), ('glad', 'NN'), ('i', 'VBP'), ('didn', 'VBP'), ('i', 'JJ'), ('give', 'VBP'), ('you', 'PRP'), ('two', 'CD'), ('delta', 'NNS'), ('already', 'RB')]","['welcome', 'premium', 'pfizer', 'land', 'glad', 'give', 'two', 'delta', 'already']","['welcome', 'premium', 'pfizer', 'land', 'glad', 'give', 'delta', 'already']","['premium', 'pfizer', 'land', 'delta']","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,positive
"my 2nd dose pfizer vaccine will be friday august 6, 2021. thank you ives california club mall your caring service children families neighborhood. great customer skills follow up.","my 2nd dose pfizer vaccine will be friday august 6, 2021. thank you ives california club mall your caring service children families neighborhood. great customer skills follow up.",ENGLISH,"my 2nd dose pfizer vaccine will be friday august 6, 2021. thank you ives california club mall your caring service children families neighborhood. great customer skills follow up.","[('my', 'PRP$'), ('and', 'CC'), ('dose', 'JJ'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('will', 'MD'), ('be', 'VB'), ('friday', 'JJ'), ('august', 'JJ'), ('six', 'CD'), ('thank', 'NN'), ('you', 'PRP'), ('ives', 'VBP'), ('california', 'JJ'), ('club', 'NN'), ('mall', 'VB'), ('your', 'PRP$'), ('caring', 'VBG'), ('service', 'NN'), ('children', 'NNS'), ('families', 'NNS'), ('neighborhood', 'RB'), ('great', 'JJ'), ('customer', 'NN'), ('skills', 'NNS'), ('follow', 'VBP'), ('up', 'RP')]","['dose', 'pfizer', 'vaccine', 'friday', 'august', 'thank', 'ive', 'california', 'club', 'mall', 'care', 'service', 'child', 'family', 'neighborhood', 'great', 'customer', 'skill', 'follow']","['dose', 'pfizer', 'vaccine', 'thank', 'ive', 'club', 'mall', 'care', 'service', 'child', 'family', 'neighborhood', 'great', 'customer', 'skill', 'follow']","['dose', 'pfizer', 'vaccine', 'ive', 'club', 'mall', 'service', 'child', 'family', 'neighborhood', 'customer', 'skill']","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.8689}",0.8689,positive
i recently saw article that pfizer is getting close reaching full fda approval. hence people will no longer be able use ‚Äúexperimental vaccine‚Äù or ‚Äúemergency use approval‚Äù as reasoning not get vaccine. will that minimize level hesitancy,i recently saw article that pfizer is getting close reaching full fda approval. hence people will no longer be able use ‚Äúexperimental vaccine‚Äù or ‚Äúemergency use approval‚Äù as reasoning not get vaccine. will that minimize level hesitancy,ENGLISH,i recently saw article that pfizer is getting close reaching full fda approval. hence people will no longer be able use ‚Äúexperimental vaccine‚Äù or ‚Äúemergency use approval‚Äù as reasoning not get vaccine. will that minimize level hesitancy,"[('i', 'NN'), ('recently', 'RB'), ('saw', 'VBD'), ('article', 'NN'), ('that', 'IN'), ('pfizer', 'NN'), ('is', 'VBZ'), ('getting', 'VBG'), ('close', 'JJ'), ('reaching', 'VBG'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('hence', 'NN'), ('people', 'NNS'), ('will', 'MD'), ('no', 'RB'), ('longer', 'RB'), ('be', 'VB'), ('able', 'JJ'), ('use', 'NN'), ('i', 'JJ'), ('experimental', 'JJ'), ('vaccine', 'NN'), ('i', 'NN'), ('or', 'CC'), ('i', 'NN'), ('emergency', 'NN'), ('use', 'NN'), ('approval', 'NN'), ('i', 'NN'), ('as', 'IN'), ('reasoning', 'VBG'), ('not', 'RB'), ('get', 'VB'), ('vaccine', 'NN'), ('will', 'MD'), ('that', 'WDT'), ('minimize', 'VB'), ('level', 'NN'), ('hesitancy', 'NN')]","['recently', 'see', 'article', 'pfizer', 'get', 'close', 'reach', 'full', 'fda', 'approval', 'hence', 'people', 'long', 'able', 'use', 'experimental', 'vaccine', 'emergency_use', 'approval', 'reasoning', 'not', 'get', 'vaccine', 'minimize', 'level', 'hesitancy']","['recently', 'see', 'article', 'pfizer', 'get', 'close', 'reach', 'full', 'approval', 'hence', 'people', 'long', 'able', 'use', 'experimental', 'vaccine', 'emergency_use', 'approval', 'reasoning', 'get', 'vaccine', 'minimize', 'level', 'hesitancy']","['article', 'pfizer', 'approval', 'people', 'use', 'vaccine', 'approval', 'reasoning', 'vaccine', 'level', 'hesitancy']","{'neg': 0.1, 'neu': 0.78, 'pos': 0.12, 'compound': 0.2023}",0.2023,positive
just sore arm‚Ä¶akin getting tetanus shot. both shots pfizer,just sore arm‚Ä¶akin getting tetanus shot. both shots pfizer,ENGLISH,just sore arm‚Ä¶akin getting tetanus shot. both shots pfizer,"[('just', 'RB'), ('sore', 'RB'), ('arm', 'JJ'), ('i', 'NN'), ('akin', 'VBP'), ('getting', 'VBG'), ('tetanus', 'NN'), ('shot', 'NN'), ('both', 'DT'), ('shots', 'NNS'), ('pfizer', 'VBP')]","['sore', 'arm', 'akin', 'get', 'tetanus', 'shot', 'shot', 'pfizer']","['sore', 'arm', 'akin', 'get', 'tetanus', 'shot', 'shot', 'pfizer']","['arm', 'tetanus', 'shot', 'pfizer']","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neutral
did it now i have pfizer j&amp;j bragging rights :,did it now i have pfizer j&amp;j bragging rights :,ENGLISH,did it now i have pfizer j&amp;j bragging rights :,"[('did', 'VBD'), ('it', 'PRP'), ('now', 'RB'), ('i', 'VBZ'), ('have', 'VBP'), ('pfizer', 'VBN'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'JJ'), ('bragging', 'NN'), ('rights', 'NNS')]","['pfizer', 'amp', 'bragging', 'right']","['pfizer', 'amp', 'bragging', 'right']","['pfizer', 'amp', 'bragging', 'right']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,positive
2 weeks full fda approval pfizer vaccine.,2 weeks full fda approval pfizer vaccine.,ENGLISH,2 weeks full fda approval pfizer vaccine.,"[('two', 'CD'), ('weeks', 'NNS'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['two', 'week', 'full', 'fda', 'approval', 'pfizer', 'vaccine']","['week', 'full', 'pfizer', 'vaccine']","['week', 'pfizer', 'vaccine']","{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,neutral
pfizer vaccine update side affect update: sore arm... thats it i thought it was going be so much worse,pfizer vaccine update side affect update: sore arm... thats it i thought it was going be so much worse,ENGLISH,pfizer vaccine update side affect update: sore arm... thats it i thought it was going be so much worse,"[('pfizer', 'NN'), ('vaccine', 'NN'), ('update', 'JJ'), ('side', 'NN'), ('affect', 'JJ'), ('update', 'NN'), ('sore', 'NN'), ('arm', 'NN'), ('thats', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('thought', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('going', 'VBG'), ('be', 'VB'), ('so', 'RB'), ('much', 'JJ'), ('worse', 'JJR')]","['pfizer', 'vaccine', 'update', 'side', 'affect', 'update', 'sore', 'arm', 'that', 's', 'think', 'go', 'much', 'bad']","['vaccine', 'update', 'side', 'affect', 'update', 'sore', 'arm', 's', 'think', 'go', 'much', 'bad']","['vaccine', 'side', 'affect', 'arm']","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7076}",-0.7076,positive
vaccines are less effective than natural immunity having been infected. follow science not scientists. pfizer announced $20 billion sales last quarter has already announced price hike.,vaccines are less effective than natural immunity having been infected. follow science not scientists. pfizer announced $20 billion sales last quarter has already announced price hike.,ENGLISH,vaccines are less effective than natural immunity having been infected. follow science not scientists. pfizer announced $20 billion sales last quarter has already announced price hike.,"[('vaccines', 'NNS'), ('are', 'VBP'), ('less', 'RBR'), ('effective', 'JJ'), ('than', 'IN'), ('natural', 'JJ'), ('immunity', 'NN'), ('having', 'VBG'), ('been', 'VBN'), ('infected', 'VBN'), ('follow', 'JJ'), ('science', 'NN'), ('not', 'RB'), ('scientists', 'NNS'), ('pfizer', 'VBP'), ('announced', 'VBN'), ('twenty', 'JJ'), ('billion', 'CD'), ('sales', 'NNS'), ('last', 'JJ'), ('quarter', 'NN'), ('has', 'VBZ'), ('already', 'RB'), ('announced', 'VBN'), ('price', 'NN'), ('hike', 'NN')]","['vaccine', 'less', 'effective', 'natural_immunity', 'infect', 'follow', 'science', 'not', 'scientist', 'pfizer', 'announce', 'twenty', 'billion', 'sale', 'last', 'quarter', 'already', 'announce', 'price', 'hike']","['vaccine', 'less', 'effective', 'natural_immunity', 'infect', 'follow', 'science', 'scientist', 'pfizer', 'announce', 'sale', 'last', 'quarter', 'already', 'announce', 'price', 'hike']","['vaccine', 'natural_immunity', 'follow', 'science', 'scientist', 'pfizer', 'sale', 'quarter', 'price', 'hike']","{'neg': 0.102, 'neu': 0.736, 'pos': 0.161, 'compound': 0.2128}",0.2128,positive
"except doctor issued medical exemption, there‚Äôs no justifiable fear, tradition, or uninformed influence preventing vaccination with pfizer/biotech, moderna, &amp; j&amp;j vaccines @ ontario, california","except doctor issued medical exemption, there‚Äôs no justifiable fear, tradition, or uninformed influence preventing vaccination with pfizer/biotech, moderna, &amp; j&amp;j vaccines @ ontario, california",ENGLISH,"except doctor issued medical exemption, there‚Äôs no justifiable fear, tradition, or uninformed influence preventing vaccination with pfizer/biotech, moderna, &amp; j&amp;j vaccines @ ontario, california","[('except', 'IN'), ('doctor', 'NN'), ('issued', 'VBN'), ('medical', 'JJ'), ('exemption', 'NN'), ('there', 'EX'), ('i', 'VBP'), ('i', 'VBP'), ('no', 'DT'), ('justifiable', 'JJ'), ('fear', 'NN'), ('tradition', 'NN'), ('or', 'CC'), ('uninformed', 'JJ'), ('influence', 'NN'), ('preventing', 'VBG'), ('vaccination', 'NN'), ('with', 'IN'), ('pfizer', 'NN'), ('biotech', 'NN'), ('modern', 'JJ'), ('amp', 'NN'), ('i', 'NN'), ('amp', 'VBP'), ('i', 'JJ'), ('vaccines', 'NNS'), ('ontario', 'VBP'), ('california', 'NN')]","['except', 'doctor', 'issue', 'medical', 'exemption', 'justifiable', 'fear', 'tradition', 'uninformed', 'influence', 'prevent', 'vaccination', 'pfizer', 'biotech', 'modern', 'amp', 'amp', 'vaccine', 'ontario', 'california']","['doctor', 'issue', 'medical', 'exemption', 'justifiable', 'fear', 'tradition', 'uninformed', 'influence', 'prevent', 'vaccination', 'pfizer', 'modern', 'amp', 'amp', 'vaccine']","['doctor', 'exemption', 'fear', 'tradition', 'influence', 'vaccination', 'pfizer', 'amp', 'amp', 'vaccine']","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.6705}",-0.6705,negative
miss pfizer is kickin my ass today,miss pfizer is kickin my ass today,ENGLISH,miss pfizer is kickin my ass today,"[('miss', 'JJ'), ('pfizer', 'NN'), ('is', 'VBZ'), ('kickin', 'JJ'), ('my', 'PRP$'), ('ass', 'NN'), ('today', 'NN')]","['miss', 'pfizer', 'kickin', 'ass', 'today']","['ass', 'today']","['ass', 'today']","{'neg': 0.505, 'neu': 0.495, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
