,Text,Translated
69,"#AstronomicalAuthority
코로나바이러스와 불구자들의
치유를 동시에 행하시며
이 세대를 회개에 동참하게
하시려는 하나님의 계획이십니다
회개와 거룩함 카페를
방문하세요!!!
https://t.co/31kbUiNEIU https://t.co/zNCJMun6Xd","#Astronomicialauthority
Corona Virus and Distressed
At the same time,
Join this generation to repentance
God's plan you want to do
Repent and holy cafe
Visit !!!
https://t.co/31kbuineiu https://t.co/zncjmun6xd"
70,"@Xyb6w4Io0Fp8Y6V #AstronomicalAuthority

이 땅의 코로나바이러스
중성자별 충돌
지진들은
모두 [엘리야 &amp; 모세]의 두
강력한 선지자들이
주님으로 부터의 기름부음의 권세와 능력으로
행해지고 있습니다
- 칠레지진 예언과 성취 - https://t.co/IOh1Wts3Y5","@ Xyb6w4io0fp8y6v #astronomicialauthority

Corona Virus of this land
Neutron crash
Earthquakes
All [Elijah & amp; Two of Moses
Powerful prophets
With the authority and ability of anointed oil from the Lord
I am done
- Chiler Jean Prophecy and Achievement - https://t.co/ioh1wts3y5"
71,"@jesus140800 @haena111111 @J_infinitegrace @HolinessAnd @mihwakim0306 @86soyeonpark 회개와 거룩함 사역회 BUSAN                                  #EternalRevival
https://t.co/wYmfrXaC6N
주님의 경고는 지진심판과
코로나바이러스입니다","@ jesus140800 @ haena111111 @ haena111111 @ j_infinitegrace @holinessand @ mihwakim0306 @ 86soyeonPark Repentation and Holy Split Assistance Busan #Eternalrevival
https://t.co/Wymfrxac6n
The Lord's warning is
Corona Virus"
72,"#ExplosionOfMiracles

코로나바이러스, 지진,
강력한 불구자의 치유,
[엘리야]&amp;[모세]를 통한
예언들이 임박한 환난을
예고합니다
&lt;회개와 거룩함 사역회&gt; 외에는
주님의 천국 초청장을 받을
교회는 없습니다
https://t.co/scgykz9u4H https://t.co/hShJzpEGh0","#Explosionofmiracles

Corona Virus, Earthquake,
Healing of powerful,
[Elijah] & amp; [Moses]
Prophecys are imminent
Forestry
& LT; Repentation and holiness ministry & GT; except
Receive the Lord's Heaven's invitation
There is no church.
https://t.co/scgykz9u4h https://t.co/HSHJZPEGH0"
73,"#ExplosionOfMiracles

오늘도 [엘리야]&amp;[모세]의 나라
케냐에서는 불구자가 일어나
걸었습니다
주님께서는 코로나바이러스의
심판과 동시에 치유의 기적을
함께 행하시며 이 세대에
주님께 회개하여 오라고
부르고 계십니다
회개와 거룩함 카페:
https://t.co/31kbUiNEIU https://t.co/RSf6OrNHzb https://t.co/WKEiMJHzeY","#Explosionofmiracles

Today's [Elijah] & amp; [Moses]
In Kenya,
I walked
The Lord is a Corona Virus
Judgment and the miracle of healing at the same time
And this generation
I will repent with the Lord.
You are calling
Repent and Holy Cafe:
https://t.co/31kbuineiu https://t.co/rsf6ornhzb https://t.co/wkeimjhzey"
74,"코로나바이러스는 하나님의 심판입니다.
인간의 힘으로 해결할 수 없습니다.
#beholy
#휴거의_중대성
#TheRaptureIsNear 
#GravityOfRapture 휴거의 중대성 https://t.co/Z3ZqPA7xSj https://t.co/S29Os1W1UG","Corona Virus is the judgment of God.
Can not solve with human power.
#Beholy
# Cost of the Retage
#Theraptureisnear
#GravityOfrrapture The University of Retting Https://t.co/z3zqpa7xsj https://t.co/s29os1w1ug"
75,"코로나바이러스를 보십시오. 주님의 임재에 기대십시오. #GravityOfRapture
#휴거의_중대성
#TheRaptureIsNear 
#beholy https://t.co/pjCW89F57R","Try Corona Virus. Look forward to the Lord's presence. #Gravityofrapture
# Cost of the Retage
#Theraptureisnear
#Beholy https://t.co/PJCW89F57R"
76,"@nytimes 회개와 거룩함 사역회 BUSAN                                    #GravityOfRapture
https://t.co/bUv5ucI0wW
2015년 12월1일
주님의 [엘리야]는 코로나바이러스를 선포하였습니다","@nytimes repentance and holiness ministry meeting Busan #gravityofrapture
https://t.co/BUV5UCI0WW
December 1, 2015
The Lord's [Elijah] proclaimed coronavirus"
77,"코로나바이러스를 보십시오. 주님의 임재에 기대십시오. 예수님의 보혈에 의지합니다. #CelebrationEternal
#TheMessiahIsComing
#TheRaptureIsNear https://t.co/6ADQLTrqGg","Try Corona Virus. Look forward to the Lord's presence. We will rely on the blood of Jesus. #CelebrationErnal
#Themessiahiscoming
#Theraptureisnear https://t.co/6Adqltrqgg"
78,"@JESUSis90751115 @haena111111 @hana2521677 @mihwakim0306 @junghye09 #RaptureIsNear
코로나바이러스의 심판가운데 이 사역회는 대 부흥을 맛보고 있습니다.
https://t.co/GzWgSJQndu https://t.co/xtY1ZBjLGo","@ Jesusis90751115 @ hana111111 @ hana2521677 @ mihwakim0306 @ junghye09 #raptureisnear
This ministry meeting in the heart of Corona Virus takes a large revival.
https://t.co/GZWGSJQNDU https://t.co/XTY1ZBJLGO"
79,"#EminenceOfRapture 
요한계시록11장 두증 인선지자님의 치유의 선포기도를 믿고들어 시고 코로나바이러스 질병을 하나님께서 치 유하시고 살리신간증 입니다
https://t.co/dMadD9b9pI","#Eminenceofrapture
Revelation Chapter 11, I believe in the procedures of the healing of the healing of the healing of the healing of the healing.
https://t.co/dmadd9b9pi"
80,"@MindPoverty 기자놈이 앞뒤 안가리고 부정적인 인식을 불러일으키려 기를 쓰고 있네요.

[노바백스가 일본 정부에 자사의 신종 코로나바이러스 감염증 백신을 공급하는 계약을 체결

이에 올 3분기 중 국내 공급이 예정됐던 노바백스 백신 물량도 늦어질 것으로 보인다.]

한국은 SK 바이오 생산인데 뭔 상관?","@MindPoverty A journalist is not going back and forth and writing a negative perception.

[Contracts for Novans Boxing to supply its H1N1 corona virus infectious vaccine to the Japanese government

The Novans Bags vaccine, which was scheduled to supply domestic supply in the third quarter, is expected to be delayed.]

Korea is SK Bio Production, what is it?"
81,"나라는 "" 신형 코로나바이러스가 퍼지고 나서 일이 적어졌고 잔업 대금등속을 지불할 수 없는 회사가 증가한 가능성이 있습니다. 회사등을 찾고 법률에 위반하지 않도록 말해갑니다.""라고 이야기하고 있습니다.  3","The Nara said, ""The new corona virus spreads, and the company has become smaller and the company that can not pay the rhinestyle is increasing. I am looking for a company and tells you to not violate the law."" 3"
82,"@Overseershin 환난 때는 코로나바이러스보다
더 전염력이 강한 바이러스로 심판하실 것입니다
#EndOfChurchAge 
#교회시대의끝
#한국교회여_회개하라
#메시아께서_오십니다","@Overseershin When tribulation is more than corona virus
I will judge with a stronger virus.
#Endofchurchage
# The end of the church age
# Korea Church
# Messiah comes"
83,"#TremendousPower
최근 어제의 예언은
코로나바이러스로
이스라엘 백성이 삼분의 이가
죽는다는 내용이었고
지금 현재 일어날 것이라고
하셨습니다
무서운 하나님의
심판입니다 https://t.co/7WeftnEnnD","#Tremendouspower
Recently, the prophecy of yesterday
As a corona virus
Israel's people are three
It was what I die.
Now it would be happening now.
You made it
Scary
The referee is https://t.co/7WeftNenND"
84,@jadehare555 改:코로나바이러스 알파 부터 다시시작,@ Jadehare555 (Revision: Restart from Corona Virus Alpha
85,"@james_bond_nj 소신대로 맞지 말고 끝까지 버티라고 말해주고 싶어요.
그에 대한 책임은 온전히 본인의 몫인거죠.
코로나바이러스가 기뻐 할 거에요.","@James_Bond_NJ I want to say that it is Batty until the end.
Responsibility for him is a fully done.
Corona Virus will be happy."
86,"북한에는 코로나바이러스가 없는데 왜 백신이 필요하죠? ㅋㅋㅋㅋ

https://t.co/9IoO4S9jkh","North Korea does not have a corona virus, but why need a vaccine? LOL

https://t.co/9ioo4s9jkh"
87,"@thehill 회개와 거룩함 사역회 BUSAN                                       #EternityBeckons
https://t.co/7n33di98GY

코로나바이러스는 하나님의 심판입니다","@thehill repentance and holiness ministry meeting Busan #EternityBeckons
https://t.co/7N33Di98GY

Corona Virus is the judgment of God"
88,"#EternityBeckons 
https://t.co/S6KscCkg8u
그 환상중에 주님이
전세계에 메뚜기와 코로나바이러스가 올것을 말씀하셨습니다
자기만족에 빠진 세대들에게 경고하시는것입니다
롯의 처를 보라
이 세대에게 경고 하십니다
롯의아내이야기는 기념비라고
하십니다 그는 거룩한..","#ErnityBeckons
https://t.co/S6KSCCKG8U
In that fantasy,
I told the Grasshopper and Corona Virus all over the world.
It is to warn you to your own satisfaction
Look at Lot
Warning this generation.
The story of Lot is a monument.
He is holy .."
89,"@Jesusisonly_ 회개와 거룩함 사역회 BUSAN

#HistoricRevival

코로나바이러스로 오프라인
집회를 열지 않지만
온라인 영상을 통한
단 한 번의 선포만으로
강력한 치유가 시간 공간을
초월하여 일어나는 이 현상은
주님이 강력히 역사하는
증거입니다
결론은 메시아께서 오십니다","@JesusInly_ Repentation and Holy Survey Association Busan

#Historicrevival

Offline with corona virus
I do not open a rally.
Online video
Only one proclamation
Powerful healing time space
This phenomenon that occurs
The Lord is strongly history
Evidence
The conclusion is the Messiah."
90,아 글고보니 오늘인가 미국이 코로나바이러스의 오리진 추적한결과를 발표한다 했던거 같은데 말이져.  조용하네요 https://t.co/x6MQjVA6AN,I do not think it's because the United States has announced the result of the origin of Corona Virus. It's quiet https://t.co/x6mqjva6an
91,"@TheBlueHouseKR @moonriver365 
그것은현제변종코로나바이러스이후연속되는변종에서최근더욱위험성높은전혀구조도가다른람다변이바이러스가페루와인도에서확산이되었기때문인데욤~제가이것에드리고싶은말씀이존중하는문대통령님(아저씨)께참으로진심으로걱정되어안대표님과더불어염추기경님께드리고싶은말씀이존경하고","@Thebluehouse @ moonriver365
It is because it has been a strange variant in successive variants since Coronavirus, which has been a strange variant, which has been a higher risk, and the other is more dangerous in a continuous variant. I am sincerely worried that I do not want to do it."
92,"오늘
코로나바이러스백신
2차접종  실시
이제
완전 접종  완료❤ https://t.co/pOKdMlA8X5","today
Corona antivirus vaccine
Condition of secondary
now
Complete inoculation completion ❤ https://t.co/pokdmla8x5"
93,"서아프리카 코트디부아르에서
'치명률 90%'의 에볼라 바이러스
감염자가 확인되면서 비상에 걸렸다.
WHO도 즉각 우려를 표명했다.
박쥐에서 유래된 것으로 추정되나,
정확한 전파 경로 확인도 어려운 실정.
신종 코로나바이러스 상황이 종료되지
않았는데 엎은데 덮친격이다","From West African Cote Dubour
Ebola virus on '90% of the fatal rate'
The infected person was confirmed and took an emergency.
WHO has been immediately concerned.
It is estimated that it is derived from the bat,
Precision is also difficult to confirm the correct propagation path.
The new corona virus situation is not terminated.
I did not spill it,"
94,"@NBCNews 회개와 거룩함 사역회 BUSAN                                   #TreasureInJesus
 https://t.co/swqwuJVAeP
이번 올림픽도 관객없이 진행되었고 변종 바이러스때문에
지구는 코로나바이러스로
셧 다운이 되었습니다
주님의 선지자는 회개하라고
외칩니다
메시아께서 오십니다","@NBCNEWS Repentation and Holy Ministry BUSAN #Treasureinjesus
 https://t.co/swQwujvaep
This Olympic Games was held without the audience and because of the variant virus
The earth is a corona virus
Shutdown
The prophet of the Lord will repent
Shout
Messiah comes"
95,"#TreasureInJesus https://t.co/T6abkScRjH
인도사람들이 우상에게 기댈때
그들에게 소똥을 몸에 믈질렀습니다
그리고 소 오줌을 마셨습니다
소가 그들의 신이며 코로나바이러스로부테 그들을
지킬것이라  생각했고 그러나
그들의  우상신이 코로나로부터
보하하지 못하자","#Treasureinjesus https://t.co/t6abkscrjh
When Indian people lean on idols
They told them the body.
And I drank a cow
The cattle is their god and the corona virus,
I thought I would keep it.
Their idiogenes from Corona
I can not see it."
96,"@nhk_news 회개와 거룩함 사역회 BUSAN                                   #TreasureInJesus
 https://t.co/swqwuJVAeP

지구는 이제 더 힘든 시간을 맞을
것입니다
동일본지진과 코로나바이러스와
호주쥐떼를 예언했던 주님의
가장 전능한 두 선지자들의
입을 통해 하나님의 실시간
말씀이 전해집니다","@nhk_news repentance and holiness ministry meeting Busan #treasureinjesus
 https://t.co/swQwujvaep

Earth is now a tough time
The
Dong Japan earthquake and corona virus
The Lord, who prophesied the Australian mousse
Of the most moderate prophets
The real time of God through the mouth
The Word is delivered"
