,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
37,37,"multi-lingual posters were created citizens above 60 years urging them go covid vaccination fearlessly these were pushed through digital platforms: mr. ashok jain, executive director, micro labs limited, executive director, micro labs limited #pradanya2022 #day2","multi-lingual posters were created citizens above 60 years urging them go covid vaccination fearlessly these were pushed through digital platforms: mr. ashok jain, executive director, micro labs limited, executive director, micro labs limited #pradanya2022 #day2",ENGLISH,"multi-lingual posters we are created citizens above 60 years urging them go covid vaccination fearlessly these we are pushed through digital platforms: mr. ashok jain, executive director, micro labs limited, executive director, micro labs limited #pradanya2022 #day2",ENGLISH,"[('multi', 'JJ'), ('lingual', 'JJ'), ('posters', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('created', 'VBN'), ('citizens', 'NNS'), ('above', 'IN'), ('sixty', 'NN'), ('years', 'NNS'), ('urging', 'VBG'), ('them', 'PRP'), ('go', 'VBP'), ('couid', 'JJ'), ('vaccination', 'NN'), ('fearlessly', 'RB'), ('these', 'DT'), ('we', 'PRP'), ('are', 'VBP'), ('pushed', 'VBN'), ('through', 'IN'), ('digital', 'JJ'), ('platforms', 'NNS'), ('my', 'PRP$'), ('ashok', 'JJ'), ('join', 'NN'), ('executive', 'NN'), ('director', 'NN'), ('micro', 'VBD'), ('labs', 'RB'), ('limited', 'JJ'), ('executive', 'NN'), ('director', 'NN'), ('micro', 'VBD'), ('labs', 'NNS'), ('limited', 'JJ'), ('day', 'NN')]","['multi', 'lingual', 'poster', 'created', 'citizen', 'sixty', 'year', 'urging', 'go', 'couid', 'vaccination', 'fearlessly', 'pushed', 'digital', 'platform', 'ashok', 'join', 'executive', 'director', 'micro', 'lab', 'limited', 'executive', 'director', 'micro', 'lab', 'limited', 'day']","['multi', 'lingual', 'poster', 'create', 'citizen', 'year', 'urge', 'go', 'couid', 'vaccination', 'fearlessly', 'push', 'executive', 'director', 'limited', 'day']","['poster', 'citizen', 'year', 'couid', 'vaccination', 'director', 'day']",0.09642857142857142,objective
38,38,dr. deserved #1 minister's award his exceptional performance health ministry way he has managed things millennium's biggest peril covid was outstanding. then he did amazing job vaccination process. retweet if you agree,dr. deserved #1 minister's award his exceptional performance health ministry way he has managed things millennium's biggest peril covid was outstanding. then he did amazing job vaccination process. retweet if you agree,ENGLISH,dr. deserved #1 minister's award his exceptional performance health ministry way he has managed things millennium's biggest peril covid was outstanding. then he did amazing job vaccination process. retweet if you agree,ENGLISH,"[('do', 'VBP'), ('deserved', 'VBD'), ('one', 'CD'), ('minister', 'NN'), ('i', 'NN'), ('award', 'VBD'), ('his', 'PRP$'), ('exceptional', 'JJ'), ('performance', 'NN'), ('health', 'NN'), ('ministry', 'NN'), ('way', 'NN'), ('he', 'PRP'), ('has', 'VBZ'), ('managed', 'VBN'), ('things', 'NNS'), ('millennium', 'NN'), ('i', 'VBP'), ('biggest', 'JJS'), ('peril', 'NN'), ('couid', 'NN'), ('was', 'VBD'), ('outstanding', 'JJ'), ('then', 'RB'), ('he', 'PRP'), ('did', 'VBD'), ('amazing', 'VBG'), ('job', 'NN'), ('vaccination', 'NN'), ('process', 'NN'), ('retweet', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('agree', 'VBP')]","['deserved', 'one', 'minister', 'award', 'exceptional', 'performance', 'health', 'ministry', 'way', 'managed', 'thing', 'millennium', 'biggest', 'peril', 'couid', 'outstanding', 'amazing', 'job', 'vaccination', 'process', 'retweet', 'agree']","['deserved', 'way', 'manage', 'thing', 'millennium', 'big', 'peril', 'couid', 'outstanding', 'amazing', 'job', 'vaccination', 'process', 'retweet', 'agree']","['way', 'thing', 'millennium', 'peril', 'couid', 'job', 'vaccination', 'process', 'retweet']",0.9249999999999999,subjective
39,39,i request everyone make use free covid-19 vaccination programme that will be held various locations mahadevapura assembly constituency 11-02-2022.,i request everyone make use free covid-19 vaccination programme that will be held various locations mahadevapura assembly constituency 11-02-2022.,ENGLISH,i request everyone make use free covid-19 vaccination programme that will be held various locations mahadevapura assembly constituency 11-02-2022.,ENGLISH,"[('i', 'JJ'), ('request', 'VBP'), ('everyone', 'NN'), ('make', 'NN'), ('use', 'NN'), ('free', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('programme', 'NN'), ('that', 'WDT'), ('will', 'MD'), ('be', 'VB'), ('held', 'VBN'), ('various', 'JJ'), ('locations', 'NNS'), ('mahadevapura', 'NN'), ('assembly', 'RB'), ('constituency', 'VBD'), ('eleven', 'RB'), ('two', 'CD')]","['request', 'everyone', 'make', 'use', 'free', 'couid', 'nineteen', 'vaccination', 'programme', 'held', 'various', 'location', 'mahadevapura', 'assembly', 'constituency', 'eleven', 'two']","['request', 'make', 'use', 'free', 'couid', 'vaccination', 'programme', 'hold', 'various', 'location']","['request', 'couid', 'vaccination', 'programme', 'location']",0.65,subjective
40,40,*covid - 19 vaccination update - day 391* *india’s cumulative vaccination coverage reaches nearly 172 crore* *more than 43 lakh vaccine doses administered today till 7 pm*,*covid - 19 vaccination update - day 391* *india’s cumulative vaccination coverage reaches nearly 172 crore* *more than 43 lakh vaccine doses administered today till 7 pm*,ENGLISH,*covid - 19 vaccination update - day 391* *india’s cumulative vaccination coverage reaches nearly 172 crore* *more than 43 lakh vaccine doses administered today till 7 pm*,ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('update', 'JJ'), ('day', 'NN'), ('india', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('cumulative', 'JJ'), ('vaccination', 'NN'), ('coverage', 'NN'), ('reaches', 'VBZ'), ('nearly', 'RB'), ('crore', 'RB'), ('more', 'JJR'), ('than', 'IN'), ('lakh', 'JJR'), ('vaccine', 'NN'), ('doses', 'NNS'), ('administered', 'VBN'), ('today', 'NN'), ('till', 'VB'), ('seven', 'CD'), ('am', 'VBP')]","['couid', 'nineteen', 'vaccination', 'update', 'day', 'india', 'cumulative', 'vaccination', 'coverage', 'reach', 'nearly', 'crore', 'lakh', 'vaccine', 'dos', 'administered', 'today', 'till', 'seven']","['couid', 'vaccination', 'vaccination', 'coverage', 'reach', 'nearly', 'vaccine', 'dose', 'administer', 'today']","['couid', 'vaccination', 'vaccination', 'coverage', 'vaccine', 'dose', 'today']",0.45,objective
51,51,"india’s covid-19 vaccination coverage reaches nearly 172 crores, with administration more than 43 lakh doses till 7 pm today: union health ministry","india’s covid-19 vaccination coverage reaches nearly 172 crores, with administration more than 43 lakh doses till 7 pm today: union health ministry",ENGLISH,"india’s covid-19 vaccination coverage reaches nearly 172 crores, with administration more than 43 lakh doses till 7 pm today: union health ministry",ENGLISH,"[('india', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('coverage', 'NN'), ('reaches', 'VBZ'), ('nearly', 'RB'), ('crores', 'NNS'), ('with', 'IN'), ('administration', 'NN'), ('more', 'JJR'), ('than', 'IN'), ('lakh', 'NN'), ('doses', 'NNS'), ('till', 'VB'), ('seven', 'CD'), ('am', 'VBP'), ('today', 'NN'), ('union', 'NN'), ('health', 'NN'), ('ministry', 'NN')]","['india', 'couid', 'nineteen', 'vaccination', 'coverage', 'reach', 'nearly', 'crore', 'administration', 'lakh', 'dos', 'till', 'seven', 'today', 'union', 'health', 'ministry']","['vaccination', 'coverage', 'reach', 'nearly', 'lakh', 'dose', 'today']","['vaccination', 'coverage', 'lakh', 'today']",0.45,objective
53,53,"motivated by #freedomconvoy"" challenge covid-19 antibody prerequisite cross-line drivers, six guards french motorists were going paris go against their administration's vaccination rules. #canada","motivated by #freedomconvoy"" challenge covid-19 antibody prerequisite cross-line drivers, six guards french motorists were going paris go against their administration's vaccination rules. #canada",ENGLISH,"motivated by #freedomconvoy"" challenge covid-19 antibody prerequisite cross-line drivers, six guards french motorists we are going paris go against their administration's vaccination rules. #canada",ENGLISH,"[('motivated', 'VBN'), ('by', 'IN'), ('freedomconvoy', 'JJ'), ('challenge', 'NN'), ('couid', 'NN'), ('nineteen', 'IN'), ('antibody', 'NN'), ('prerequisite', 'JJ'), ('cross', 'NN'), ('line', 'NN'), ('drivers', 'NNS'), ('six', 'CD'), ('guards', 'NNS'), ('french', 'JJ'), ('motorists', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('going', 'VBG'), ('paris', 'JJ'), ('go', 'VB'), ('against', 'IN'), ('their', 'PRP$'), ('administration', 'NN'), ('i', 'IN'), ('vaccination', 'NN'), ('rules', 'NNS'), ('canada', 'VBP')]","['motivated', 'freedomconvoy', 'challenge', 'couid', 'nineteen', 'antibody', 'prerequisite', 'cross', 'line', 'driver', 'guard', 'french', 'motorist', 'going', 'paris', 'go', 'administration', 'vaccination', 'rule', 'canada']","['motivated', 'challenge', 'couid', 'antibody', 'cross', 'line', 'driver', 'guard', 'french', 'motorist', 'go', 'administration', 'rule']","['challenge', 'couid', 'antibody', 'cross', 'line', 'driver', 'guard', 'motorist', 'administration']",0.0,objective
54,54,"yeah i still don't get why, symptoms are much less severe after vaccination me is example :d , my country number deaths is much lower after 70% population has been vaccinated against covid life has been back normal.","yeah i still don't get why, symptoms are much less severe after vaccination me is example :d , my country number deaths is much lower after 70% population has been vaccinated against covid life has been back normal.",ENGLISH,"yeah i still do not get why, symptoms are much less severe after vaccination me is example :d , my country number deaths is much lower after 70% population has been vaccinated against covid life has been back normal.",ENGLISH,"[('yeah', 'NN'), ('i', 'NN'), ('still', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('get', 'VB'), ('why', 'WRB'), ('symptoms', 'NNS'), ('are', 'VBP'), ('much', 'RB'), ('less', 'RBR'), ('severe', 'JJ'), ('after', 'IN'), ('vaccination', 'NN'), ('me', 'PRP'), ('is', 'VBZ'), ('example', 'NN'), ('i', 'JJ'), ('my', 'PRP$'), ('country', 'NN'), ('number', 'NN'), ('deaths', 'NNS'), ('is', 'VBZ'), ('much', 'JJ'), ('lower', 'JJR'), ('after', 'IN'), ('seventy', 'JJ'), ('population', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('against', 'IN'), ('couid', 'JJ'), ('life', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('back', 'RB'), ('normal', 'JJ')]","['yeah', 'still', 'not', 'get', 'symptom', 'much', 'le', 'severe', 'vaccination', 'example', 'country', 'number', 'death', 'much', 'lower', 'seventy', 'population', 'vaccinated', 'couid', 'life', 'back', 'normal']","['still', 'symptom', 'much', 'less', 'severe', 'vaccination', 'example', 'country', 'number', 'death', 'much', 'low', 'population', 'vaccinate', 'couid', 'life', 'back', 'normal']","['symptom', 'vaccination', 'example', 'country', 'number', 'death', 'population', 'couid', 'life']",0.22916666666666663,subjective
58,58,"#covid19: #gujarat 24 hours vaccinated 27,580 persons first dose 1.06 lakh second. all, 5.16 crore are administered first 4.71 crore second dose covid vaccine #gujaratcoronaupdate #covidvaccination","#covid19: #gujarat 24 hours vaccinated 27,580 persons first dose 1.06 lakh second. all, 5.16 crore are administered first 4.71 crore second dose covid vaccine #gujaratcoronaupdate #covidvaccination",ENGLISH,"#covid19: #gujarat 24 hours vaccinated 27,580 persons first dose 1.06 lakh second. all, 5.16 crore are administered first 4.71 crore second dose covid vaccine #gujaratcoronaupdate #covidvaccination",ENGLISH,"[('gujaratis', 'NN'), ('twentyfour', 'NN'), ('hours', 'NNS'), ('vaccinated', 'VBD'), ('persons', 'NNS'), ('first', 'RB'), ('dose', 'VBP'), ('one', 'CD'), ('six', 'CD'), ('lakh', 'JJ'), ('second', 'JJ'), ('all', 'DT'), ('five', 'CD'), ('sixteen', 'NNS'), ('crore', 'NN'), ('are', 'VBP'), ('administered', 'VBN'), ('first', 'RB'), ('four', 'CD'), ('crore', 'NN'), ('second', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('vaccine', 'NN'), ('gujaratcoronaupdate', 'NN'), ('covidvaccination', 'NN')]","['gujarati', 'twentyfour_hours', 'vaccinated', 'person', 'first', 'dose', 'one', 'lakh', 'second', 'five', 'sixteen', 'crore', 'administered', 'first', 'four', 'crore', 'second', 'dose', 'couid', 'vaccine', 'gujaratcoronaupdate', 'covidvaccination']","['vaccinated', 'person', 'first', 'dose', 'lakh', 'second', 'administer', 'first', 'second', 'dose', 'couid', 'vaccine', 'gujaratcoronaupdate', 'covidvaccination']","['person', 'lakh', 'couid', 'vaccine', 'gujaratcoronaupdate', 'covidvaccination']",0.16666666666666666,objective
59,59,"#unlockindia #breakingnews #newsupdate ministry health revises guidelines international arrivals today 10th feb, come *effect 14th feb*. read detailed travel guideline #traveler #covid #vaccination #travelupdates #traveltoindia","#unlockindia #breakingnews #newsupdate ministry health revises guidelines international arrivals today 10th feb, come *effect 14th feb*. read detailed travel guideline #traveler #covid #vaccination #travelupdates #traveltoindia",ENGLISH,"#unlockindia #breakingnews #newsupdate ministry health revises guidelines international arrivals today 10th feb, come *effect 14th feb*. read detailed travel guideline #traveler #covid #vaccination #travelupdates #traveltoindia",ENGLISH,"[('unlockindia', 'JJ'), ('breakingnews', 'NNS'), ('newsupdate', 'VBP'), ('ministry', 'NN'), ('health', 'NN'), ('revises', 'VBZ'), ('guidelines', 'NNS'), ('international', 'JJ'), ('arrivals', 'NNS'), ('today', 'NN'), ('with', 'IN'), ('feb', 'JJ'), ('come', 'JJ'), ('effect', 'NN'), ('with', 'IN'), ('feb', 'NN'), ('i', 'NN'), ('read', 'VBP'), ('detailed', 'VBN'), ('travel', 'JJ'), ('guideline', 'NN'), ('traveler', 'NN'), ('couid', 'NN'), ('vaccination', 'NN'), ('travelupdates', 'VBZ'), ('traveltoindia', 'IN')]","['unlockindia', 'breakingnews', 'newsupdate', 'ministry', 'health', 'revise', 'guideline', 'international', 'arrival', 'today', 'feb', 'come', 'effect', 'feb', 'read', 'detailed', 'travel', 'guideline', 'traveler', 'couid', 'vaccination', 'travelupdates', 'traveltoindia']","['revise', 'guideline', 'international', 'arrival', 'today', 'come', 'effect', 'read', 'detailed', 'travel', 'guideline', 'vaccination', 'travelupdate']","['guideline', 'arrival', 'today', 'effect', 'travel', 'guideline', 'vaccination']",0.375,objective
60,60,"under guidance saint gurmeet ram rahim ji, dera sacha sauda’s followers took pledge get vaccinated encourage others covid-19 vaccination get them inoculated too. selfless services humanity with #138waysofhumanity.","under guidance saint gurmeet ram rahim ji, dera sacha sauda’s followers took pledge get vaccinated encourage others covid-19 vaccination get them inoculated too. selfless services humanity with #138waysofhumanity.",ENGLISH,"under guidance saint gurmeet ram rahim ji, dera sacha sauda’s followers took pledge get vaccinated encourage others covid-19 vaccination get them inoculated too. selfless services humanity with #138waysofhumanity.",ENGLISH,"[('under', 'IN'), ('guidance', 'NN'), ('saint', 'NN'), ('greet', 'NN'), ('ram', 'VBD'), ('rahim', 'JJ'), ('ji', 'NN'), ('dear', 'JJ'), ('sacha', 'NN'), ('sauna', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('followers', 'NNS'), ('took', 'VBD'), ('pledge', 'NN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('encourage', 'NN'), ('others', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('get', 'VB'), ('them', 'PRP'), ('inoculated', 'VBN'), ('too', 'RB'), ('selfless', 'JJ'), ('services', 'NNS'), ('humanity', 'NN'), ('with', 'IN')]","['guidance', 'saint', 'greet', 'ram', 'rahim', 'dear', 'sacha', 'sauna', 'follower', 'took', 'pledge', 'get', 'vaccinated', 'encourage_others', 'couid', 'nineteen', 'vaccination', 'get', 'inoculated', 'selfless', 'service', 'humanity']","['follower', 'take', 'pledge', 'get', 'vaccinated', 'couid', 'vaccination', 'get', 'inoculate', 'selfless', 'service', 'humanity']","['follower', 'pledge', 'couid', 'vaccination', 'service', 'humanity']",0.0,subjective
61,61,sard field unit punjab continuously sending pictures covid vaccination campaign different districts. they are closely working with state health department. #covidvaccination #nhmpunjab #usaidmomentum #jsi,sard field unit punjab continuously sending pictures covid vaccination campaign different districts. they are closely working with state health department. #covidvaccination #nhmpunjab #usaidmomentum #jsi,ENGLISH,sard field unit punjab continuously sending pictures covid vaccination campaign different districts. they are closely working with state health department. #covidvaccination #nhmpunjab #usaidmomentum #jsi,ENGLISH,"[('said', 'VBD'), ('field', 'NN'), ('unit', 'NN'), ('punjab', 'VBZ'), ('continuously', 'RB'), ('sending', 'JJ'), ('pictures', 'NNS'), ('couid', 'JJ'), ('vaccination', 'NN'), ('campaign', 'NN'), ('different', 'JJ'), ('districts', 'NNS'), ('they', 'PRP'), ('are', 'VBP'), ('closely', 'RB'), ('working', 'VBG'), ('with', 'IN'), ('state', 'NN'), ('health', 'NN'), ('department', 'NN'), ('covidvaccination', 'NN'), ('nhmpunjab', 'IN'), ('usaidmomentum', 'JJ'), ('si', 'NN')]","['said', 'field', 'unit', 'punjab', 'continuously', 'sending', 'picture', 'couid', 'vaccination', 'campaign', 'different', 'district', 'closely', 'working', 'state', 'health', 'department', 'covidvaccination', 'nhmpunjab', 'usaidmomentum', 'si']","['say', 'unit', 'punjab', 'continuously', 'send', 'picture', 'vaccination', 'campaign', 'different', 'district', 'closely', 'work', 'state', 'nhmpunjab']","['unit', 'picture', 'vaccination', 'campaign', 'district', 'state']",0.6,objective
