index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader,,,,,,
57420,"government soon permit tourists who have received both doses anti-covid-19 vaccine enter sri lanka without undergoing quarantine or having travel bio bubble, learnt. #lka #srilanka","[('government', 'NN'), ('soon', 'RB'), ('permit', 'JJ'), ('tourists', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('received', 'VBN'), ('both', 'DT'), ('doses', 'NNS'), ('anti', 'VBP'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('enter', 'NN'), ('sri', 'NN'), ('lanka', 'NN'), ('without', 'IN'), ('undergoing', 'VBG'), ('quarantine', 'NN'), ('or', 'CC'), ('having', 'VBG'), ('travel', 'JJ'), ('bio', 'NN'), ('bubble', 'JJ'), ('learnt', 'JJ'), ('la', 'NN'), ('srilanka', 'NN')]",ENGLISH,"['government', 'soon', 'permit', 'tourist', 'receive', 'dose', 'anti', 'couid', 'nineteen', 'vaccine', 'enter', 'sri_lanka', 'without', 'undergo', 'quarantine', 'travel', 'bio', 'bubble', 'learnt', 'la_srilanka']",government soon permit tourist receive dose anti couid nineteen vaccine enter sri_lanka without undergo quarantine travel bio bubble learnt la_srilanka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57421,more than 2 million people vaccinated with anti-corona vaccine saudi arabia 🇸🇦 more news related saudi arabia subscribe ‘ habibi vlogs ‘ youtube,"[('more', 'RBR'), ('than', 'IN'), ('two', 'CD'), ('million', 'CD'), ('people', 'NNS'), ('vaccinated', 'VBN'), ('with', 'IN'), ('anti', 'JJ'), ('corona', 'NNS'), ('vaccine', 'VBP'), ('saudi', 'JJ'), ('arabia', 'RB'), ('more', 'RBR'), ('news', 'NN'), ('related', 'VBN'), ('saudi', 'JJ'), ('arabia', 'NN'), ('subscribe', 'NN'), ('i', 'NN'), ('habib', 'VBP'), ('vlogs', 'NNS'), ('i', 'VBP'), ('youtube', 'VBP')]",ENGLISH,"['two', 'million', 'people', 'vaccinate', 'anti', 'corona', 'vaccine', 'saudi_arabia', 'news', 'relate', 'saudi_arabia', 'subscribe', 'habib', 'youtube']",two million people vaccinate anti corona vaccine saudi_arabia news relate saudi_arabia subscribe habib youtube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57511,"omg i met my first anti-vaxxer today. kept yapping about how covid19 vaccines that we are getting are going harm us, how some them are made aborted foetus horseshoe crab. that more than million us died getting that vaccine.","[('omg', 'NN'), ('i', 'NN'), ('met', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('anti', 'JJ'), ('baxter', 'NN'), ('today', 'NN'), ('kept', 'VBD'), ('yapping', 'VBG'), ('about', 'IN'), ('how', 'WRB'), ('vaccines', 'NNS'), ('that', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('getting', 'VBG'), ('are', 'VBP'), ('going', 'VBG'), ('harm', 'NN'), ('us', 'PRP'), ('how', 'WRB'), ('some', 'DT'), ('them', 'PRP'), ('are', 'VBP'), ('made', 'VBN'), ('aborted', 'JJ'), ('fetus', 'NN'), ('horseshoe', 'NN'), ('crab', 'NN'), ('that', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('million', 'CD'), ('us', 'PRP'), ('died', 'VBD'), ('getting', 'VBG'), ('that', 'IN'), ('vaccine', 'NN')]",ENGLISH,"['meet', 'first', 'anti_baxter', 'today', 'keep', 'yap', 'vaccine', 'get', 'go', 'harm', '-PRON-', 'make', 'aborted', 'fetus', 'horseshoe', 'crab', 'million', 'us', 'die', 'get', 'vaccine']",meet first anti_baxter today keep yap vaccine get go harm -PRON- make aborted fetus horseshoe crab million us die get vaccine,"{'neg': 0.164, 'neu': 0.808, 'pos': 0.028, 'compound': -0.7845}",-0.7845,negative,,,,,,
57567,it is good that all mf.. sonia congress not take made india corona vaccine. fact all these anti national bastards are real liability country every indian want them go hell asap.,"[('it', 'PRP'), ('is', 'VBZ'), ('good', 'JJ'), ('that', 'IN'), ('all', 'DT'), ('of', 'IN'), ('i', 'NN'), ('sonia', 'VBP'), ('congress', 'NN'), ('not', 'RB'), ('take', 'VB'), ('made', 'VBN'), ('india', 'JJ'), ('corona', 'JJ'), ('vaccine', 'NN'), ('fact', 'NN'), ('all', 'PDT'), ('these', 'DT'), ('anti', 'JJ'), ('national', 'JJ'), ('bastards', 'NNS'), ('are', 'VBP'), ('real', 'JJ'), ('liability', 'NN'), ('country', 'NN'), ('every', 'DT'), ('indian', 'JJ'), ('want', 'VBP'), ('them', 'PRP'), ('go', 'VB'), ('he', 'PRP'), ('shall', 'MD'), ('asap', 'VB')]",ENGLISH,"['good', 'sonia', 'congress', 'not', 'take', 'make', 'india', 'corona', 'vaccine', 'fact', 'anti', 'national', 'bastard', 'real', 'liability', 'country', 'every', 'indian', 'want', 'go', 'shall', 'asap']",good sonia congress not take make india corona vaccine fact anti national bastard real liability country every indian want go shall asap,"{'neg': 0.303, 'neu': 0.597, 'pos': 0.1, 'compound': -0.8591}",-0.8591,negative,,,,,,
57600,just what we need - anti vaccine nutjob who discourage millions getting vaccine. should be slapped back his head like petulant little brat he is.,"[('just', 'RB'), ('what', 'WP'), ('we', 'PRP'), ('need', 'VBP'), ('anti', 'JJ'), ('vaccine', 'NN'), ('nutjob', 'NN'), ('who', 'WP'), ('discourage', 'VBP'), ('millions', 'NNS'), ('getting', 'VBG'), ('vaccine', 'NN'), ('should', 'MD'), ('be', 'VB'), ('slapped', 'VBN'), ('back', 'RP'), ('his', 'PRP$'), ('head', 'NN'), ('like', 'IN'), ('petulant', 'JJ'), ('little', 'JJ'), ('brat', 'NN'), ('he', 'PRP'), ('is', 'VBZ')]",ENGLISH,"['need', 'anti', 'vaccine', 'nutjob', 'discourage', 'million', 'get', 'vaccine', 'slap', 'back', 'head', 'like', 'petulant', 'little', 'brat']",need anti vaccine nutjob discourage million get vaccine slap back head like petulant little brat,"{'neg': 0.178, 'neu': 0.734, 'pos': 0.087, 'compound': -0.3818}",-0.3818,negative,,,,,,
57620,"anyone who needs understand concept viruses, vaccination &amp; pandemics general must watch these 2 documentaries : 1. coronavirus explained 2. pandemic this might also answer ur question how deal with anti-vaxxers. #covid19 #vaccine","[('anyone', 'NN'), ('who', 'WP'), ('needs', 'VBZ'), ('understand', 'VBP'), ('concept', 'NN'), ('viruses', 'NNS'), ('vaccination', 'NN'), ('amp', 'IN'), ('pandemics', 'NNS'), ('general', 'JJ'), ('must', 'MD'), ('watch', 'VB'), ('these', 'DT'), ('two', 'CD'), ('documentaries', 'NNS'), ('one', 'CD'), ('coronavirus', 'NN'), ('explained', 'VBD'), ('two', 'CD'), ('pandemic', 'NN'), ('this', 'DT'), ('might', 'MD'), ('also', 'RB'), ('answer', 'VB'), ('ur', 'JJ'), ('question', 'NN'), ('how', 'WRB'), ('deal', 'NN'), ('with', 'IN'), ('anti', 'JJ'), ('baxters', 'NNS'), ('vaccine', 'VBP')]",ENGLISH,"['anyone', 'need', 'understand', 'concept', 'virus', 'vaccination', 'amp', 'pandemic', 'general', 'must', 'watch', 'two', 'documentary', 'one', 'coronavirus', 'explain', 'two', 'pandemic', 'may', 'also', 'answer', 'ur', 'question', 'deal', 'anti_baxter', 'vaccine']",anyone need understand concept virus vaccination amp pandemic general must watch two documentary one coronavirus explain two pandemic may also answer ur question deal anti_baxter vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57711,"i am not #antivaxxer . i follow science. science need not be what people governments or social media, ideology irrespective tell you. it may even be exactly what they tell you. there are unending possibilities this particularly undefined situation.","[('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('antivaxxer', 'JJ'), ('i', 'NNS'), ('follow', 'VBP'), ('science', 'NN'), ('science', 'NN'), ('need', 'MD'), ('not', 'RB'), ('be', 'VB'), ('what', 'WP'), ('people', 'NNS'), ('governments', 'NNS'), ('or', 'CC'), ('social', 'JJ'), ('media', 'NNS'), ('ideology', 'JJ'), ('irrespective', 'JJ'), ('tell', 'NN'), ('you', 'PRP'), ('it', 'PRP'), ('may', 'MD'), ('even', 'RB'), ('be', 'VB'), ('exactly', 'RB'), ('what', 'WP'), ('they', 'PRP'), ('tell', 'VBP'), ('you', 'PRP'), ('there', 'EX'), ('are', 'VBP'), ('unending', 'VBG'), ('possibilities', 'NNS'), ('this', 'DT'), ('particularly', 'RB'), ('undefined', 'JJ'), ('situation', 'NN')]",ENGLISH,"['not', 'antivaxxer', 'follow', 'science', 'science', 'need', 'not', 'people', 'government', 'social_media', 'ideology', 'irrespective', 'tell', 'may', 'even', 'exactly', 'tell', 'unending', 'possibility', 'particularly', 'undefine', 'situation']",not antivaxxer follow science science need not people government social_media ideology irrespective tell may even exactly tell unending possibility particularly undefine situation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57775,where can one go walk-in sinovac booster shots,"[('where', 'WRB'), ('can', 'MD'), ('one', 'CD'), ('go', 'VB'), ('walk', 'NN'), ('in', 'IN'), ('sinovac', 'JJ'), ('booster', 'NN'), ('shots', 'NNS')]",ENGLISH,"['one', 'go', 'walk', 'sinovac', 'booster', 'shot']",one go walk sinovac booster shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57779,am i only one who never feel anything booster shot,"[('am', 'VBP'), ('i', 'VBZ'), ('only', 'RB'), ('one', 'CD'), ('who', 'WP'), ('never', 'RB'), ('feel', 'VBP'), ('anything', 'NN'), ('booster', 'NN'), ('shot', 'NN')]",ENGLISH,"['one', 'never', 'feel', 'anything', 'booster', 'shoot']",one never feel anything booster shoot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57863,booster shot debate takes centre stage as global covid cases rise,"[('booster', 'NN'), ('shot', 'NN'), ('debate', 'NN'), ('takes', 'VBZ'), ('center', 'NN'), ('stage', 'NN'), ('as', 'IN'), ('global', 'JJ'), ('couid', 'NN'), ('cases', 'NNS'), ('rise', 'VBP')]",ENGLISH,"['booster', 'shoot', 'debate', 'take', 'center', 'stage', 'global', 'couid', 'case', 'rise']",booster shoot debate take center stage global couid case rise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57867,#ncema: pandemic indicators country have decreased compared vaccination rates booster shot provision. #togetherwerecover,"[('nema', 'JJ'), ('pandemic', 'JJ'), ('indicators', 'NNS'), ('country', 'NN'), ('have', 'VBP'), ('decreased', 'VBN'), ('compared', 'VBN'), ('vaccination', 'NN'), ('rates', 'NNS'), ('booster', 'VBP'), ('shot', 'JJ'), ('provision', 'NN'), ('togetherwerecover', 'NN')]",ENGLISH,"['nema', 'pandemic', 'indicator', 'country', 'decrease', 'compare', 'vaccination', 'rate', 'booster', 'shoot', 'provision', 'togetherwerecover']",nema pandemic indicator country decrease compare vaccination rate booster shoot provision togetherwerecover,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57902,please take your booster shot. save your family. save everyone.,"[('please', 'VB'), ('take', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('save', 'VB'), ('your', 'PRP$'), ('family', 'NN'), ('save', 'VB'), ('everyone', 'NN')]",ENGLISH,"['please', 'take', 'booster', 'shoot', 'save', 'family', 'save', 'everyone']",please take booster shoot save family save everyone,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.8271}",0.8271,positive,,,,,,
57938,more than 12.6 million adults get booster shots,"[('more', 'RBR'), ('than', 'IN'), ('twelve', 'VB'), ('six', 'CD'), ('million', 'CD'), ('adults', 'NNS'), ('get', 'VBP'), ('booster', 'JJ'), ('shots', 'NNS')]",ENGLISH,"['twelve', 'million', 'adult', 'get', 'booster', 'shot']",twelve million adult get booster shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57980,"random advice: boosters are not worth it, look at israel's data, it failed miserably there 3rd 4th shots it may hurt his heart, it is higher risk him than catching covid19, specially since booster won't do anything against o variant","[('random', 'JJ'), ('advice', 'NN'), ('boosters', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('worth', 'IN'), ('it', 'PRP'), ('look', 'VBP'), ('at', 'IN'), ('israel', 'NN'), ('i', 'NN'), ('data', 'NNS'), ('it', 'PRP'), ('failed', 'VBD'), ('miserably', 'RB'), ('there', 'EX'), ('ord', 'JJ'), ('ith', 'NN'), ('shots', 'NNS'), ('it', 'PRP'), ('may', 'MD'), ('hurt', 'VB'), ('his', 'PRP$'), ('heart', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('higher', 'JJR'), ('risk', 'NN'), ('him', 'PRP'), ('than', 'IN'), ('catching', 'VBG'), ('specially', 'RB'), ('since', 'IN'), ('booster', 'NN'), ('will', 'MD'), ('not', 'RB'), ('do', 'VB'), ('anything', 'NN'), ('against', 'IN'), ('o', 'NN'), ('variant', 'NN')]",ENGLISH,"['random', 'advice', 'booster', 'not', 'worth', 'look', 'israel', 'datum', 'fail', 'miserably', 'ord', 'ith', 'shot', 'may', 'hurt', 'heart', 'high', 'risk', 'catch', 'specially', 'since', 'booster', 'not', 'anything', 'variant']",random advice booster not worth look israel datum fail miserably ord ith shot may hurt heart high risk catch specially since booster not anything variant,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.9112}",-0.9112,negative,,,,,,
57990,sinovac recipients can now pick same brand booster shots updated,"[('sinovac', 'NN'), ('recipients', 'NNS'), ('can', 'MD'), ('now', 'RB'), ('pick', 'VB'), ('same', 'JJ'), ('brand', 'NN'), ('booster', 'NN'), ('shots', 'NNS'), ('updated', 'VBD')]",ENGLISH,"['sinovac_recipients', 'pick_brand', 'booster', 'shot', 'update']",sinovac_recipients pick_brand booster shot update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
57997,booster shots may be administered three months after completed vaccination. #munsifdigital,"[('booster', 'NN'), ('shots', 'NNS'), ('may', 'MD'), ('be', 'VB'), ('administered', 'VBN'), ('three', 'CD'), ('months', 'NNS'), ('after', 'IN'), ('completed', 'VBN'), ('vaccination', 'NN'), ('munsifdigital', 'NN')]",ENGLISH,"['booster', 'shot', 'may', 'administered', 'three', 'month', 'complete', 'vaccination', 'munsifdigital']",booster shot may administered three month complete vaccination munsifdigital,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58013,should i take booster shot next week,"[('should', 'MD'), ('i', 'VB'), ('take', 'VB'), ('booster', 'NN'), ('shot', 'NN'), ('next', 'JJ'), ('week', 'NN')]",ENGLISH,"['take', 'booster', 'shoot', 'next_week']",take booster shoot next_week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58211,booster is not necessary everyone. let people with their own choose vaccinated booster. perhaps mandate those with chronic illness age factor. this is blatantly blackmail method force people take booster shot.,"[('booster', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('necessary', 'JJ'), ('everyone', 'NN'), ('let', 'NN'), ('people', 'NNS'), ('with', 'IN'), ('their', 'PRP$'), ('own', 'JJ'), ('choose', 'NN'), ('vaccinated', 'VBD'), ('booster', 'NN'), ('perhaps', 'RB'), ('mandate', 'VB'), ('those', 'DT'), ('with', 'IN'), ('chronic', 'JJ'), ('illness', 'NN'), ('age', 'NN'), ('factor', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('blatantly', 'RB'), ('blackmail', 'JJ'), ('method', 'NN'), ('force', 'NN'), ('people', 'NNS'), ('take', 'VBP'), ('booster', 'NN'), ('shot', 'NN')]",ENGLISH,"['booster', 'not', 'necessary', 'everyone', 'let', 'people', 'choose', 'vaccinated', 'booster', 'perhaps', 'mandate', 'chronic', 'illness', 'age', 'factor', 'blatantly', 'blackmail', 'method', 'force', 'people', 'take', 'booster', 'shot']",booster not necessary everyone let people choose vaccinated booster perhaps mandate chronic illness age factor blatantly blackmail method force people take booster shot,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative,,,,,,
58249,got my booster shot today 💪🏻,"[('got', 'VBD'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('today', 'NN')]",ENGLISH,"['get', 'booster', 'shot', 'today']",get booster shot today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58254,do we need 1 shot booster or 2 shots,"[('do', 'VBP'), ('we', 'PRP'), ('need', 'VB'), ('one', 'CD'), ('shot', 'NN'), ('booster', 'NN'), ('or', 'CC'), ('two', 'CD'), ('shots', 'NNS')]",ENGLISH,"['need', 'one', 'shot', 'booster', 'two', 'shot']",need one shot booster two shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58257,"between compulsory booster shots reimplementation mco/lockdown, which one you guys actually prefer #justasking","[('between', 'IN'), ('compulsory', 'JJ'), ('booster', 'NN'), ('shots', 'NNS'), ('implementation', 'NN'), ('mo', 'NN'), ('lockdown', 'NN'), ('which', 'WDT'), ('one', 'CD'), ('you', 'PRP'), ('guys', 'VBP'), ('actually', 'RB'), ('prefer', 'VBP'), ('justjoking', 'VBG')]",ENGLISH,"['compulsory', 'booster', 'shot', 'implementation', 'mo', 'lockdown', 'one', 'actually', 'prefer', 'justjoking']",compulsory booster shot implementation mo lockdown one actually prefer justjoking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58325,"good morning, everyone have great monday welcome back work ✨ don’t forget take your booster shot ❤️","[('good', 'JJ'), ('morning', 'NN'), ('everyone', 'NN'), ('have', 'VBP'), ('great', 'JJ'), ('monday', 'JJ'), ('welcome', 'VB'), ('back', 'RB'), ('work', 'NN'), ('sparkles', 'NNS'), ('don', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('forget', 'VBP'), ('take', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('i', 'NN')]",ENGLISH,"['good', 'morning', 'everyone', 'great', 'monday', 'welcome', 'back', 'work', 'sparkle', 'forget', 'take', 'booster', 'shot']",good morning everyone great monday welcome back work sparkle forget take booster shot,"{'neg': 0.073, 'neu': 0.458, 'pos': 0.469, 'compound': 0.886}",0.886,positive,,,,,,
58398,minister urges booster shot as country now facing full omicron wave,"[('minister', 'NN'), ('urges', 'NNS'), ('booster', 'VBP'), ('shot', 'VBN'), ('as', 'IN'), ('country', 'NN'), ('now', 'RB'), ('facing', 'VBG'), ('full', 'JJ'), ('omicron', 'NN'), ('wave', 'NN')]",ENGLISH,"['minister', 'urge', 'booster', 'shoot', 'country', 'face', 'full', 'omicron', 'wave']",minister urge booster shoot country face full omicron wave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
58562,thank you you’re so kind help us out. booster shot done ❤️ #pfizer,"[('thank', 'NN'), ('you', 'PRP'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('so', 'RB'), ('kind', 'NN'), ('help', 'NN'), ('us', 'PRP'), ('out', 'RP'), ('booster', 'NN'), ('shot', 'NN'), ('done', 'VBN'), ('i', 'JJ'), ('pfizer', 'NN')]",ENGLISH,"['thank', 'kind', 'help', '-PRON-', 'booster', 'shoot', 'do', 'pfizer']",thank kind help -PRON- booster shoot do pfizer,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.8703}",0.8703,positive,,,,,,
58646,looking forward getting my booster shot. not looking forward what's ahead country with incompetent people managing health sector amidst pandemic.,"[('looking', 'VBG'), ('forward', 'RB'), ('getting', 'VBG'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('not', 'RB'), ('looking', 'VBG'), ('forward', 'RB'), ('what', 'WP'), ('has', 'VBZ'), ('ahead', 'RB'), ('country', 'NN'), ('with', 'IN'), ('incompetent', 'JJ'), ('people', 'NNS'), ('managing', 'VBG'), ('health', 'NN'), ('sector', 'NN'), ('amidst', 'VBP'), ('pandemic', 'JJ')]",ENGLISH,"['looking_forward', 'get', 'booster', 'shoot', 'not', 'looking_forward', 'ahead', 'country', 'incompetent', 'people', 'manage', 'health', 'sector', 'amidst', 'pandemic']",looking_forward get booster shoot not looking_forward ahead country incompetent people manage health sector amidst pandemic,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,,,,,,
58710,booster shot done i am impressed thankful efficient ppv staffs at kl gateway mall. everything done 12 mins. god bless all you abundantly serving us. #booster #pfizer #klgatewaymall,"[('booster', 'NN'), ('shot', 'NN'), ('done', 'VBN'), ('i', 'NN'), ('am', 'VBP'), ('impressed', 'JJ'), ('thankful', 'JJ'), ('efficient', 'JJ'), ('pav', 'NN'), ('staffs', 'NNS'), ('at', 'IN'), ('al', 'JJ'), ('gateway', 'NN'), ('mall', 'NN'), ('everything', 'NN'), ('done', 'VBN'), ('twelve', 'NN'), ('mins', 'NNS'), ('god', 'VBP'), ('bless', 'IN'), ('all', 'DT'), ('you', 'PRP'), ('abundantly', 'RB'), ('serving', 'VBG'), ('us', 'PRP'), ('booster', 'JJ'), ('pfizer', 'NN'), ('klgatewaymall', 'NN')]",ENGLISH,"['booster', 'shoot', 'do', 'impressed', 'thankful', 'efficient', 'pav', 'staff', 'al', 'gateway', 'mall', 'everything', 'do', 'twelve', 'min', 'god_bless', 'abundantly', 'serve', '-PRON-', 'booster', 'pfizer', 'klgatewaymall']",booster shoot do impressed thankful efficient pav staff al gateway mall everything do twelve min god_bless abundantly serve -PRON- booster pfizer klgatewaymall,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.926}",0.926,positive,,,,,,
