Text,pos_tagged_words,words_list,new_text,scores,compound,sentiment_vader
"you're welcome. i'm health coach, i licenced nutritionist vaccine has no side effects i had i'm as healthy as ever happy be safe #covid19","[('you', 'PRP'), ('re', 'VBP'), ('welcome', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('health', 'NN'), ('coach', 'NN'), ('i', 'NN'), ('licensed', 'VBD'), ('nutritionist', 'JJ'), ('vaccine', 'NN'), ('has', 'VBZ'), ('no', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('i', 'VBP'), ('had', 'VBD'), ('i', 'NN'), ('i', 'NN'), ('as', 'RB'), ('healthy', 'JJ'), ('as', 'IN'), ('ever', 'RB'), ('happy', 'JJ'), ('be', 'VB'), ('safe', 'JJ')]","['welcome', 'health', 'coach', 'license', 'nutritionist', 'vaccine', 'side_effect', 'healthy', 'ever', 'happy', 'safe']",welcome health coach license nutritionist vaccine side_effect healthy ever happy safe,"{'neg': 0.07, 'neu': 0.54, 'pos': 0.39, 'compound': 0.8779}",0.8779,positive
segunda dosis pfizer,"[('second', 'JJ'), ('dose', 'JJ'), ('pfizer', 'NN')]","['second', 'dose', 'pfizer']",second dose pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
#paraíba paraíba recebe mais de 46 mil doses de vacinas da pfizer contra covid-19 nesta quinta 5,"[('naraba', 'JJ'), ('naraba', 'JJ'), ('receives', 'VBZ'), ('more', 'JJR'), ('than', 'IN'), ('thousand', 'CD'), ('doses', 'NNS'), ('of', 'IN'), ('vaccines', 'NNS'), ('from', 'IN'), ('pfizer', 'NN'), ('against', 'IN'), ('covid', 'NN'), ('nineteen', 'NN'), ('this', 'DT'), ('thursday', 'NN'), ('five', 'CD')]","['naraba', 'naraba', 'receive', 'thousand', 'dose', 'vaccine', 'pfizer', 'covid', 'nineteen', 'thursday', 'five']",naraba naraba receive thousand dose vaccine pfizer covid nineteen thursday five,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
my husband i had zero side effects after each dose pfizer.,"[('my', 'PRP$'), ('husband', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('zero', 'CD'), ('side', 'NN'), ('effects', 'NNS'), ('after', 'IN'), ('each', 'DT'), ('dose', 'NN'), ('pfizer', 'NN')]","['husband', 'zero', 'side_effect', 'dose', 'pfizer']",husband zero side_effect dose pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
hoy hace rato para la vacuna pfizer...😬😬😬😬😬😬😬✋✋✋✋👏👏👏😉😉😉pero ya vacunado...,"[('it', 'PRP'), ('i', 'VBZ'), ('been', 'VBN'), ('a', 'DT'), ('while', 'NN'), ('for', 'IN'), ('the', 'DT'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('today', 'NN'), ('already', 'RB'), ('vaccinated', 'VBD')]","['pfizer', 'vaccine', 'today', 'already', 'vaccinate']",pfizer vaccine today already vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
pfizer chief did not take covid vaccine why unbelievable.,"[('pfizer', 'NN'), ('chief', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('take', 'VB'), ('covid', 'NN'), ('vaccine', 'NN'), ('why', 'WRB'), ('unbelievable', 'JJ')]","['pfizer', 'chief', 'not', 'take', 'covid', 'vaccine', 'unbelievable']",pfizer chief not take covid vaccine unbelievable,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.2023,negative
dijeron que sí había dosis aztra séneca para 50 y más y de 40 y más solamente eran los que en su primera dosis fue pfizer 🙌🏻,"[('they', 'PRP'), ('said', 'VBD'), ('that', 'IN'), ('yes', 'UH'), ('there', 'EX'), ('was', 'VBD'), ('a', 'DT'), ('dosage', 'NN'), ('of', 'IN'), ('astra', 'JJ'), ('seneca', 'NN'), ('for', 'IN'), ('fifty', 'NN'), ('and', 'CC'), ('over', 'IN'), ('and', 'CC'), ('for', 'IN'), ('forty', 'NN'), ('and', 'CC'), ('over', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('those', 'DT'), ('whose', 'WP$'), ('first', 'JJ'), ('dose', 'NN'), ('was', 'VBD'), ('pfizer', 'NN')]","['say', 'yes', 'dosage', 'astra_seneca', 'fifty', 'forty', 'whose', 'first', 'dose', 'pfizer']",say yes dosage astra_seneca fifty forty whose first dose pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
unfortunately fda has so far only authorized pfizer kids who have had their 12th birthday. hopefully they will authorize kids 5-11 this fall. 🤞,"[('unfortunately', 'RB'), ('fda', 'NN'), ('has', 'VBZ'), ('so', 'RB'), ('far', 'RB'), ('only', 'RB'), ('authorized', 'JJ'), ('pfizer', 'NN'), ('kids', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('had', 'VBN'), ('their', 'PRP$'), ('with', 'IN'), ('birthday', 'NN'), ('hopefully', 'RB'), ('they', 'PRP'), ('will', 'MD'), ('authorize', 'VB'), ('kids', 'NNS'), ('five', 'CD'), ('eleven', 'RB'), ('this', 'DT'), ('fall', 'NN')]","['unfortunately', 'fda', 'far', 'authorize', 'pfizer', 'kid', 'birthday', 'hopefully', 'authorize', 'kid', 'five', 'eleven', 'fall']",unfortunately fda far authorize pfizer kid birthday hopefully authorize kid five eleven fall,"{'neg': 0.089, 'neu': 0.812, 'pos': 0.1, 'compound': 0.0772}",0.0772,positive
yes i would i got my pfizer 2 shots earlier this year made arrangements my parents get theirs. rethinking getting booster shot or not getting vaccinated would be bad mistake,"[('yes', 'NNS'), ('i', 'NN'), ('would', 'MD'), ('i', 'VB'), ('got', 'VBD'), ('my', 'PRP$'), ('pfizer', 'NN'), ('two', 'CD'), ('shots', 'NNS'), ('earlier', 'RBR'), ('this', 'DT'), ('year', 'NN'), ('made', 'VBD'), ('arrangements', 'NNS'), ('my', 'PRP$'), ('parents', 'NNS'), ('get', 'VBP'), ('theirs', 'JJ'), ('rethinking', 'VBG'), ('getting', 'VBG'), ('booster', 'NN'), ('shot', 'NN'), ('or', 'CC'), ('not', 'RB'), ('getting', 'VBG'), ('vaccinated', 'VBN'), ('would', 'MD'), ('be', 'VB'), ('bad', 'JJ'), ('mistake', 'NN')]","['yes', 'would', 'got', 'pfizer', 'two', 'shot', 'early', 'year', 'make', 'arrangement', 'parent', 'get', 'rethink', 'get', 'booster', 'shoot', 'not', 'get', 'vaccinate', 'would', 'bad', 'mistake']",yes would got pfizer two shot early year make arrangement parent get rethink get booster shoot not get vaccinate would bad mistake,"{'neg': 0.181, 'neu': 0.736, 'pos': 0.083, 'compound': -0.4939}",-0.4939,negative
"i’ll probably need second pfizer unless rules change travel, but this gets me 93% that makes me happy. all three us are double vexed now.","[('i', 'NN'), ('i', 'VBP'), ('all', 'DT'), ('probably', 'RB'), ('need', 'VBP'), ('second', 'JJ'), ('pfizer', 'NN'), ('unless', 'IN'), ('rules', 'NNS'), ('change', 'VBP'), ('travel', 'NN'), ('but', 'CC'), ('this', 'DT'), ('gets', 'VBZ'), ('me', 'PRP'), ('that', 'IN'), ('makes', 'VBZ'), ('me', 'PRP'), ('happy', 'JJ'), ('all', 'DT'), ('three', 'CD'), ('us', 'PRP'), ('are', 'VBP'), ('double', 'JJ'), ('vexed', 'NNS'), ('now', 'RB')]","['probably', 'need', 'second', 'pfizer', 'unless', 'rule', 'change', 'travel', 'get', 'make', 'happy', 'three', 'we', 'double', 'vex']",probably need second pfizer unless rule change travel get make happy three we double vex,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7227}",0.7227,positive
nice. i’m half az half pfizer.,"[('nice', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('half', 'NN'), ('az', 'JJ'), ('half', 'NN'), ('pfizer', 'NN')]","['nice', 'half', 'half', 'pfizer']",nice half half pfizer,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,positive
"it didn’t tell me if it was delta edition or standard edition, i got vaccinated before blizzard began offering it walgreens, pfizer","[('it', 'PRP'), ('didn', 'VBZ'), ('i', 'JJ'), ('i', 'NN'), ('tell', 'VBP'), ('me', 'PRP'), ('if', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('delta', 'JJ'), ('edition', 'NN'), ('or', 'CC'), ('standard', 'JJ'), ('edition', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('before', 'IN'), ('blizzard', 'NN'), ('began', 'VBD'), ('offering', 'VBG'), ('it', 'PRP'), ('walgreens', 'VBZ'), ('pfizer', 'NN')]","['tell', 'delta', 'edition', 'standard', 'edition', 'get', 'vaccinated', 'blizzard', 'begin', 'offer', 'walgreen', 'pfizer']",tell delta edition standard edition get vaccinated blizzard begin offer walgreen pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
en serio sigo esperando que me informen donde hay vacuna pfizer de segunda dosis 🤬🤬,"[('seriously', 'RB'), ('i', 'NN'), ('i', 'VBP'), ('still', 'RB'), ('waiting', 'VBG'), ('for', 'IN'), ('them', 'PRP'), ('to', 'TO'), ('inform', 'VB'), ('me', 'PRP'), ('where', 'WRB'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('second', 'JJ'), ('dose', 'JJ'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['seriously', 'still', 'wait', 'inform', 'second', 'dose', 'pfizer', 'vaccine']",seriously still wait inform second dose pfizer vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"au forum économique de davos le corrompu était assis avec les pdg de moderna , pfizer et combien d'autres ...","[('at', 'IN'), ('the', 'DT'), ('davos', 'JJ'), ('economic', 'JJ'), ('forum', 'NN'), ('the', 'DT'), ('corrupt', 'JJ'), ('sat', 'NN'), ('with', 'IN'), ('the', 'DT'), ('ceos', 'NN'), ('of', 'IN'), ('modern', 'JJ'), ('pfizer', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('many', 'JJ'), ('others', 'NNS')]","['davos', 'economic_forum', 'corrupt', 'sit', 'ceos', 'modern', 'pfizer', 'many', 'other']",davos economic_forum corrupt sit ceos modern pfizer many other,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
get vaccinated with pfizer or moderna,"[('get', 'NN'), ('vaccinated', 'VBN'), ('with', 'IN'), ('pfizer', 'NN'), ('or', 'CC'), ('modern', 'JJ')]","['get', 'vaccinated', 'pfizer', 'modern']",get vaccinated pfizer modern,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"sooo, pfizer is its way being fda approved by labor day, so what’s everyone’s excuse gonna be then","[('sooo', 'JJ'), ('pfizer', 'NN'), ('is', 'VBZ'), ('its', 'PRP$'), ('way', 'NN'), ('being', 'VBG'), ('fda', 'VBN'), ('approved', 'VBN'), ('by', 'IN'), ('labor', 'NN'), ('day', 'NN'), ('so', 'IN'), ('what', 'WP'), ('i', 'NN'), ('i', 'VBP'), ('everyone', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('excuse', 'VBP'), ('gonna', 'NN'), ('be', 'VB'), ('then', 'RB')]","['sooo', 'pfizer', 'way', 'fda', 'approve', 'labor', 'day', 'everyone', 'excuse', 'going', 'to']",sooo pfizer way fda approve labor day everyone excuse going to,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.5209}",0.5209,positive
del 9 al 14 de agosto podrán vacunarse vs el #covid los habitantes de #tampico y #madero #tamaulipas de 30 39 años de edad. la #vacuna es la #pfizer. #covid19 #covidー19 #covid_19mx #covid19 #1adosis,"[('from', 'IN'), ('august', 'JJ'), ('nine', 'CD'), ('to', 'TO'), ('fourteen', 'VB'), ('the', 'DT'), ('inhabitants', 'NNS'), ('of', 'IN'), ('tamping', 'NN'), ('and', 'CC'), ('made', 'VBD'), ('tamaulipas', 'NN'), ('from', 'IN'), ('thirty', 'NN'), ('to', 'TO'), ('years', 'NNS'), ('of', 'IN'), ('age', 'NN'), ('will', 'MD'), ('be', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('covid', 'NN'), ('the', 'DT'), ('vaccine', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('pfizer', 'NN'), ('adonis', 'NN')]","['august', 'nine', 'fourteen', 'inhabitant', 'tamp', 'make', 'tamaulipas', 'thirty', 'year', 'age', 'able', 'vaccinate', 'covid', 'vaccine', 'pfizer', 'adonis']",august nine fourteen inhabitant tamp make tamaulipas thirty year age able vaccinate covid vaccine pfizer adonis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
just took my first shot. #pfizer #facts #truestory,"[('just', 'RB'), ('took', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN'), ('facts', 'NNS'), ('thestory', 'NN')]","['take', 'first', 'shot', 'pfizer', 'fact', 'thestory']",take first shot pfizer fact thestory,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"alguien puede informar, dónde hay dosis de pfizer para aplicar la segunda dosis de los 40","[('can', 'MD'), ('someone', 'NN'), ('inform', 'VB'), ('where', 'WRB'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('dose', 'NN'), ('of', 'IN'), ('pfizer', 'NN'), ('to', 'TO'), ('apply', 'VB'), ('the', 'DT'), ('second', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('the', 'DT'), ('forty', 'NN')]","['someone', 'inform', 'dose', 'pfizer', 'apply', 'second', 'dose', 'forty']",someone inform dose pfizer apply second dose forty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
welcome premium pfizer-land. glad i didn't give you two delta already.,"[('welcome', 'JJ'), ('premium', 'NN'), ('pfizer', 'NN'), ('land', 'NN'), ('glad', 'NN'), ('i', 'VBP'), ('didn', 'VBP'), ('i', 'JJ'), ('give', 'VBP'), ('you', 'PRP'), ('two', 'CD'), ('delta', 'NNS'), ('already', 'RB')]","['welcome', 'premium', 'pfizer', 'land', 'glad', 'give', 'two', 'delta', 'already']",welcome premium pfizer land glad give two delta already,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,positive
"my 2nd dose pfizer vaccine will be friday august 6, 2021. thank you ives california club mall your caring service children families neighborhood. great customer skills follow up.","[('my', 'PRP$'), ('and', 'CC'), ('dose', 'JJ'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('will', 'MD'), ('be', 'VB'), ('friday', 'JJ'), ('august', 'JJ'), ('six', 'CD'), ('thank', 'NN'), ('you', 'PRP'), ('ives', 'VBP'), ('california', 'JJ'), ('club', 'NN'), ('mall', 'VB'), ('your', 'PRP$'), ('caring', 'VBG'), ('service', 'NN'), ('children', 'NNS'), ('families', 'NNS'), ('neighborhood', 'RB'), ('great', 'JJ'), ('customer', 'NN'), ('skills', 'NNS'), ('follow', 'VBP'), ('up', 'RP')]","['dose', 'pfizer', 'vaccine', 'friday', 'august', 'thank', 'ive', 'california', 'club', 'mall', 'care', 'service', 'child', 'family', 'neighborhood', 'great', 'customer', 'skill', 'follow']",dose pfizer vaccine friday august thank ive california club mall care service child family neighborhood great customer skill follow,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.8689}",0.8689,positive
dónde hay dosis de pfizer para la segunda aplicación por qué en el hospital general del sur dicen que ya no hay dosis aún tienen,"[('where', 'WRB'), ('are', 'VBP'), ('there', 'EX'), ('doses', 'NNS'), ('of', 'IN'), ('pfizer', 'NN'), ('for', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('application', 'NN'), ('why', 'WRB'), ('in', 'IN'), ('the', 'DT'), ('general', 'JJ'), ('hospital', 'NN'), ('of', 'IN'), ('the', 'DT'), ('south', 'NN'), ('they', 'PRP'), ('say', 'VBP'), ('that', 'IN'), ('there', 'EX'), ('are', 'VBP'), ('no', 'DT'), ('more', 'RBR'), ('doses', 'NNS'), ('they', 'PRP'), ('still', 'RB'), ('have', 'VBP')]","['dose', 'pfizer', 'second', 'application', 'general', 'hospital', 'south', 'say', 'dose', 'still']",dose pfizer second application general hospital south say dose still,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
i recently saw article that pfizer is getting close reaching full fda approval. hence people will no longer be able use “experimental vaccine” or “emergency use approval” as reasoning not get vaccine. will that minimize level hesitancy,"[('i', 'NN'), ('recently', 'RB'), ('saw', 'VBD'), ('article', 'NN'), ('that', 'IN'), ('pfizer', 'NN'), ('is', 'VBZ'), ('getting', 'VBG'), ('close', 'JJ'), ('reaching', 'VBG'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('hence', 'NN'), ('people', 'NNS'), ('will', 'MD'), ('no', 'RB'), ('longer', 'RB'), ('be', 'VB'), ('able', 'JJ'), ('use', 'NN'), ('i', 'JJ'), ('experimental', 'JJ'), ('vaccine', 'NN'), ('i', 'NN'), ('or', 'CC'), ('i', 'NN'), ('emergency', 'NN'), ('use', 'NN'), ('approval', 'NN'), ('i', 'NN'), ('as', 'IN'), ('reasoning', 'VBG'), ('not', 'RB'), ('get', 'VB'), ('vaccine', 'NN'), ('will', 'MD'), ('that', 'WDT'), ('minimize', 'VB'), ('level', 'NN'), ('hesitancy', 'NN')]","['recently', 'see', 'article', 'pfizer', 'get', 'close', 'reach', 'full', 'fda', 'approval', 'hence', 'people', 'long', 'able', 'use', 'experimental', 'vaccine', 'emergency_use', 'approval', 'reasoning', 'not', 'get', 'vaccine', 'minimize', 'level', 'hesitancy']",recently see article pfizer get close reach full fda approval hence people long able use experimental vaccine emergency_use approval reasoning not get vaccine minimize level hesitancy,"{'neg': 0.1, 'neu': 0.78, 'pos': 0.12, 'compound': 0.2023}",0.2023,positive
"quiero vacunar mis hijos en estados unidos contra el covid, ¿tienen conocimiento en que aeropuertos están aplicando la vacuna pfizer, tendrán algún itinerario solo para llevar los adolescentes hacer este tramite","[('i', 'NN'), ('want', 'VBP'), ('to', 'TO'), ('vaccinate', 'VB'), ('my', 'PRP$'), ('children', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('united', 'JJ'), ('states', 'NNS'), ('against', 'IN'), ('covid', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('know', 'VB'), ('which', 'WDT'), ('airports', 'NNS'), ('are', 'VBP'), ('applying', 'VBG'), ('the', 'DT'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('will', 'MD'), ('they', 'PRP'), ('have', 'VBP'), ('an', 'DT'), ('itinerary', 'JJ'), ('just', 'RB'), ('to', 'TO'), ('take', 'VB'), ('teenagers', 'NNS'), ('to', 'TO'), ('do', 'VB'), ('this', 'DT'), ('procedure', 'NN')]","['want', 'vaccinate', 'child', 'united_states', 'covid', 'know', 'airport', 'apply', 'pfizer', 'vaccine', 'itinerary', 'take', 'teenager', 'procedure']",want vaccinate child united_states covid know airport apply pfizer vaccine itinerary take teenager procedure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"fav si eres o conoces alguien que se fue de adelantado 💉 altamira y quedo así 🤡, porque en tampico y madero será pfizer.","[('fav', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('or', 'CC'), ('know', 'VBP'), ('someone', 'NN'), ('who', 'WP'), ('left', 'VBD'), ('syringe', 'NN'), ('altair', 'NN'), ('early', 'JJ'), ('and', 'CC'), ('stayed', 'VBN'), ('like', 'IN'), ('this', 'DT'), ('because', 'IN'), ('in', 'IN'), ('tamping', 'NN'), ('and', 'CC'), ('made', 'VBD'), ('it', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('pfizer', 'NN')]","['fav', 'know', 'someone', 'leave', 'syringe', 'altair', 'early', 'stay', 'like', 'tamp', 'make', 'pfizer']",fav know someone leave syringe altair early stay like tamp make pfizer,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588,positive
just sore arm…akin getting tetanus shot. both shots pfizer,"[('just', 'RB'), ('sore', 'RB'), ('arm', 'JJ'), ('i', 'NN'), ('akin', 'VBP'), ('getting', 'VBG'), ('tetanus', 'NN'), ('shot', 'NN'), ('both', 'DT'), ('shots', 'NNS'), ('pfizer', 'VBP')]","['sore', 'arm', 'akin', 'get', 'tetanus', 'shot', 'shot', 'pfizer']",sore arm akin get tetanus shot shot pfizer,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
did it now i have pfizer j&amp;j bragging rights :,"[('did', 'VBD'), ('it', 'PRP'), ('now', 'RB'), ('i', 'VBZ'), ('have', 'VBP'), ('pfizer', 'VBN'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'JJ'), ('bragging', 'NN'), ('rights', 'NNS')]","['pfizer', 'amp', 'bragging', 'right']",pfizer amp bragging right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,positive
2 weeks full fda approval pfizer vaccine.,"[('two', 'CD'), ('weeks', 'NNS'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['two', 'week', 'full', 'fda', 'approval', 'pfizer', 'vaccine']",two week full fda approval pfizer vaccine,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,neutral
amlo: como cuando vacunaras los jóvenes con pfizer como para cuando los mexicanos serán prioridad sobre los cubanos,"[('ammo', 'NNS'), ('like', 'IN'), ('when', 'WRB'), ('you', 'PRP'), ('vaccinate', 'VBP'), ('young', 'JJ'), ('people', 'NNS'), ('with', 'IN'), ('pfizer', 'NN'), ('like', 'IN'), ('when', 'WRB'), ('the', 'DT'), ('mexicans', 'NNS'), ('will', 'MD'), ('be', 'VB'), ('a', 'DT'), ('priority', 'NN'), ('over', 'IN'), ('the', 'DT'), ('cubans', 'NNS')]","['ammo', 'like', 'vaccinate', 'young', 'people', 'pfizer', 'like', 'mexicans', 'priority', 'cuban']",ammo like vaccinate young people pfizer like mexicans priority cuban,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
pfizer vaccine update side affect update: sore arm... thats it i thought it was going be so much worse,"[('pfizer', 'NN'), ('vaccine', 'NN'), ('update', 'JJ'), ('side', 'NN'), ('affect', 'JJ'), ('update', 'NN'), ('sore', 'NN'), ('arm', 'NN'), ('thats', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('thought', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('going', 'VBG'), ('be', 'VB'), ('so', 'RB'), ('much', 'JJ'), ('worse', 'JJR')]","['pfizer', 'vaccine', 'update', 'side', 'affect', 'update', 'sore', 'arm', 'that', 's', 'think', 'go', 'much', 'bad']",pfizer vaccine update side affect update sore arm that s think go much bad,"{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7076}",-0.7076,negative
